Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Connecticut,"Healthcare setting, outpatient or emergency room",15,160,,0,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Connecticut,"Healthcare setting, dead on arrival",0,17,0,0,0,0,
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Connecticut,Decedent's home,10,762,,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Connecticut,Hospice facility,,127,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Connecticut,Nursing home/long term care facility,13,393,14,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Connecticut,Other,0,159,0,0,0,0,
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Connecticut,Place of death unknown,0,0,0,0,0,0,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Connecticut,Total - All Places of Death,119,2652,146,53,0,212,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Connecticut,"Healthcare setting, inpatient",102,899,122,48,0,176,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Connecticut,"Healthcare setting, outpatient or emergency room",,149,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Connecticut,"Healthcare setting, dead on arrival",0,18,0,0,0,0,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Connecticut,Decedent's home,,877,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Connecticut,Hospice facility,,122,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Connecticut,Nursing home/long term care facility,,425,10,0,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Connecticut,Other,,162,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Connecticut,Place of death unknown,0,0,0,0,0,0,
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Connecticut,Total - All Places of Death,25,2486,119,13,0,131,
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Connecticut,"Healthcare setting, inpatient",17,804,87,11,0,93,
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Connecticut,"Healthcare setting, outpatient or emergency room",0,172,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Connecticut,"Healthcare setting, dead on arrival",,19,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Connecticut,Decedent's home,,805,,0,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Connecticut,Hospice facility,0,101,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Connecticut,Nursing home/long term care facility,,421,19,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Connecticut,Other,0,164,0,0,0,0,
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Connecticut,Place of death unknown,0,0,0,0,0,0,
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Connecticut,Total - All Places of Death,25,2618,105,,0,121,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Connecticut,"Healthcare setting, inpatient",14,915,74,,0,83,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Connecticut,"Healthcare setting, outpatient or emergency room",,165,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Connecticut,"Healthcare setting, dead on arrival",0,15,0,0,0,0,
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Connecticut,Decedent's home,0,830,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Connecticut,Hospice facility,,131,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Connecticut,Nursing home/long term care facility,,408,15,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Connecticut,Other,0,153,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Connecticut,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Connecticut,Total - All Places of Death,125,2766,199,62,0,262,
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Connecticut,"Healthcare setting, inpatient",93,942,161,56,0,198,
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Connecticut,"Healthcare setting, outpatient or emergency room",,186,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Connecticut,"Healthcare setting, dead on arrival",0,17,0,0,0,0,
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Connecticut,Decedent's home,,828,,0,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Connecticut,Hospice facility,0,100,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Connecticut,Nursing home/long term care facility,19,521,20,,0,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Connecticut,Other,,171,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Connecticut,Place of death unknown,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Connecticut,Total - All Places of Death,182,2773,217,103,0,296,
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Connecticut,"Healthcare setting, inpatient",145,1002,181,98,0,228,
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Connecticut,"Healthcare setting, outpatient or emergency room",,180,,0,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Connecticut,"Healthcare setting, dead on arrival",0,11,0,0,0,0,
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Connecticut,Decedent's home,,804,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Connecticut,Hospice facility,,106,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Connecticut,Nursing home/long term care facility,19,505,22,,0,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Connecticut,Other,0,163,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Connecticut,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Connecticut,Total - All Places of Death,156,2784,221,72,0,305,
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Connecticut,"Healthcare setting, inpatient",122,986,182,67,0,237,
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Connecticut,"Healthcare setting, outpatient or emergency room",,172,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Connecticut,"Healthcare setting, dead on arrival",0,14,0,0,0,0,
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Connecticut,Decedent's home,13,834,,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Connecticut,Hospice facility,,139,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Connecticut,Nursing home/long term care facility,12,487,23,,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Connecticut,Other,0,150,0,0,0,0,
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Connecticut,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Connecticut,Total - All Places of Death,154,2659,211,68,,297,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Connecticut,"Healthcare setting, inpatient",117,970,171,65,0,223,
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Connecticut,"Healthcare setting, outpatient or emergency room",,211,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Connecticut,"Healthcare setting, dead on arrival",0,10,0,0,0,0,
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Connecticut,Decedent's home,12,776,,0,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Connecticut,Hospice facility,,92,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Connecticut,Nursing home/long term care facility,16,463,24,,0,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Connecticut,Other,0,136,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Connecticut,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Connecticut,Total - All Places of Death,226,1823,242,132,,337,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Connecticut,"Healthcare setting, inpatient",191,829,224,130,,286,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Connecticut,"Healthcare setting, outpatient or emergency room",,121,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Connecticut,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Connecticut,Decedent's home,10,445,,0,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Connecticut,Hospice facility,,52,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Connecticut,Nursing home/long term care facility,15,264,10,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Connecticut,Other,,104,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Connecticut,Place of death unknown,0,0,0,0,0,0,
01/06/2022,01/01/2022,01/01/2022,By Month,2022,1,Connecticut,Total - All Places of Death,,15,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2022,01/01/2022,By Month,2022,1,Connecticut,"Healthcare setting, inpatient",,11,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2022,01/01/2022,By Month,2022,1,Connecticut,"Healthcare setting, outpatient or emergency room",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2022,01/01/2022,By Month,2022,1,Connecticut,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,01/01/2022,01/01/2022,By Month,2022,1,Connecticut,Decedent's home,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2022,01/01/2022,By Month,2022,1,Connecticut,Hospice facility,0,0,0,0,0,0,
01/06/2022,01/01/2022,01/01/2022,By Month,2022,1,Connecticut,Nursing home/long term care facility,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2022,01/01/2022,By Month,2022,1,Connecticut,Other,0,0,0,0,0,0,
01/06/2022,01/01/2022,01/01/2022,By Month,2022,1,Connecticut,Place of death unknown,0,0,0,0,0,0,
01/06/2022,01/01/2020,01/31/2020,By Month,2020,1,Delaware,Total - All Places of Death,0,854,45,0,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/31/2020,By Month,2020,1,Delaware,"Healthcare setting, inpatient",0,238,35,0,,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/31/2020,By Month,2020,1,Delaware,"Healthcare setting, outpatient or emergency room",0,50,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/31/2020,By Month,2020,1,Delaware,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/31/2020,By Month,2020,1,Delaware,Decedent's home,0,278,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/31/2020,By Month,2020,1,Delaware,Hospice facility,0,101,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/31/2020,By Month,2020,1,Delaware,Nursing home/long term care facility,0,148,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/31/2020,By Month,2020,1,Delaware,Other,0,38,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/31/2020,By Month,2020,1,Delaware,Place of death unknown,0,0,0,0,0,0,
01/06/2022,02/01/2020,02/29/2020,By Month,2020,2,Delaware,Total - All Places of Death,0,773,36,0,,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2020,02/29/2020,By Month,2020,2,Delaware,"Healthcare setting, inpatient",0,195,26,0,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2020,02/29/2020,By Month,2020,2,Delaware,"Healthcare setting, outpatient or emergency room",0,41,0,0,0,0,
01/06/2022,02/01/2020,02/29/2020,By Month,2020,2,Delaware,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2020,02/29/2020,By Month,2020,2,Delaware,Decedent's home,0,299,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2020,02/29/2020,By Month,2020,2,Delaware,Hospice facility,0,84,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2020,02/29/2020,By Month,2020,2,Delaware,Nursing home/long term care facility,0,106,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2020,02/29/2020,By Month,2020,2,Delaware,Other,0,47,0,0,0,0,
01/06/2022,02/01/2020,02/29/2020,By Month,2020,2,Delaware,Place of death unknown,0,0,0,0,0,0,
01/06/2022,03/01/2020,03/31/2020,By Month,2020,3,Delaware,Total - All Places of Death,,885,61,,10,76,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2020,03/31/2020,By Month,2020,3,Delaware,"Healthcare setting, inpatient",,205,38,,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2020,03/31/2020,By Month,2020,3,Delaware,"Healthcare setting, outpatient or emergency room",0,40,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2020,03/31/2020,By Month,2020,3,Delaware,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2020,03/31/2020,By Month,2020,3,Delaware,Decedent's home,,346,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2020,03/31/2020,By Month,2020,3,Delaware,Hospice facility,0,87,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2020,03/31/2020,By Month,2020,3,Delaware,Nursing home/long term care facility,,159,11,,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2020,03/31/2020,By Month,2020,3,Delaware,Other,0,47,0,0,0,0,
01/06/2022,03/01/2020,03/31/2020,By Month,2020,3,Delaware,Place of death unknown,0,0,0,0,0,0,
01/06/2022,04/01/2020,04/30/2020,By Month,2020,4,Delaware,Total - All Places of Death,190,1031,129,81,,239,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2020,04/30/2020,By Month,2020,4,Delaware,"Healthcare setting, inpatient",98,252,86,55,,130,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2020,04/30/2020,By Month,2020,4,Delaware,"Healthcare setting, outpatient or emergency room",,56,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2020,04/30/2020,By Month,2020,4,Delaware,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,04/01/2020,04/30/2020,By Month,2020,4,Delaware,Decedent's home,,382,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2020,04/30/2020,By Month,2020,4,Delaware,Hospice facility,0,66,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2020,04/30/2020,By Month,2020,4,Delaware,Nursing home/long term care facility,78,220,30,23,0,85,
01/06/2022,04/01/2020,04/30/2020,By Month,2020,4,Delaware,Other,,55,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2020,04/30/2020,By Month,2020,4,Delaware,Place of death unknown,0,0,0,0,0,0,
01/06/2022,05/01/2020,05/31/2020,By Month,2020,5,Delaware,Total - All Places of Death,276,1102,134,97,0,313,
01/06/2022,05/01/2020,05/31/2020,By Month,2020,5,Delaware,"Healthcare setting, inpatient",140,322,95,75,0,160,
01/06/2022,05/01/2020,05/31/2020,By Month,2020,5,Delaware,"Healthcare setting, outpatient or emergency room",,56,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2020,05/31/2020,By Month,2020,5,Delaware,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,05/01/2020,05/31/2020,By Month,2020,5,Delaware,Decedent's home,16,373,10,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2020,05/31/2020,By Month,2020,5,Delaware,Hospice facility,0,65,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2020,05/31/2020,By Month,2020,5,Delaware,Nursing home/long term care facility,113,224,21,15,0,119,
01/06/2022,05/01/2020,05/31/2020,By Month,2020,5,Delaware,Other,,62,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2020,05/31/2020,By Month,2020,5,Delaware,Place of death unknown,0,0,0,0,0,0,
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Delaware,Total - All Places of Death,73,802,62,32,0,103,
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Delaware,"Healthcare setting, inpatient",35,201,44,24,0,55,
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Delaware,"Healthcare setting, outpatient or emergency room",,41,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Delaware,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Delaware,Decedent's home,,313,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Delaware,Hospice facility,0,77,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Delaware,Nursing home/long term care facility,32,113,,,0,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Delaware,Other,,56,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Delaware,Place of death unknown,0,0,0,0,0,0,
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Delaware,Total - All Places of Death,35,872,46,20,0,61,
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Delaware,"Healthcare setting, inpatient",21,210,34,15,0,40,
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Delaware,"Healthcare setting, outpatient or emergency room",0,51,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Delaware,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Delaware,Decedent's home,,369,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Delaware,Hospice facility,0,75,0,0,0,0,
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Delaware,Nursing home/long term care facility,,101,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Delaware,Other,0,65,0,0,0,0,
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Delaware,Place of death unknown,0,0,0,0,0,0,
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Delaware,Total - All Places of Death,20,848,41,,0,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Delaware,"Healthcare setting, inpatient",13,195,33,,0,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Delaware,"Healthcare setting, outpatient or emergency room",,44,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Delaware,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Delaware,Decedent's home,0,379,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Delaware,Hospice facility,0,82,0,0,0,0,
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Delaware,Nursing home/long term care facility,,88,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Delaware,Other,0,59,0,0,0,0,
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Delaware,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Delaware,Total - All Places of Death,31,828,46,13,0,64,
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Delaware,"Healthcare setting, inpatient",19,211,39,13,0,45,
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Delaware,"Healthcare setting, outpatient or emergency room",0,53,0,0,0,0,
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Delaware,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Delaware,Decedent's home,,327,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Delaware,Hospice facility,,75,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
