Data As Of,Start Date,End Date,Group,State,Place of Death,COVID-19 Deaths
11/23/2022,01/01/2020,11/19/2022,By Total,North Carolina,Other,740
11/23/2022,01/01/2020,11/19/2022,By Total,North Carolina,Place of death unknown,13
11/23/2022,01/01/2020,11/19/2022,By Total,North Dakota,Total - All Places of Death,2943
11/23/2022,01/01/2020,11/19/2022,By Total,North Dakota,"Healthcare setting, inpatient",1896
11/23/2022,01/01/2020,11/19/2022,By Total,North Dakota,"Healthcare setting, outpatient or emergency room",56
11/23/2022,01/01/2020,11/19/2022,By Total,North Dakota,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2020,11/19/2022,By Total,North Dakota,Decedent's home,151
11/23/2022,01/01/2020,11/19/2022,By Total,North Dakota,Hospice facility,
11/23/2022,01/01/2020,11/19/2022,By Total,North Dakota,Nursing home/long term care facility,815
11/23/2022,01/01/2020,11/19/2022,By Total,North Dakota,Other,13
11/23/2022,01/01/2020,11/19/2022,By Total,North Dakota,Place of death unknown,0
11/23/2022,01/01/2020,11/19/2022,By Total,Ohio,Total - All Places of Death,46423
11/23/2022,01/01/2020,11/19/2022,By Total,Ohio,"Healthcare setting, inpatient",26851
11/23/2022,01/01/2020,11/19/2022,By Total,Ohio,"Healthcare setting, outpatient or emergency room",1540
11/23/2022,01/01/2020,11/19/2022,By Total,Ohio,"Healthcare setting, dead on arrival",68
11/23/2022,01/01/2020,11/19/2022,By Total,Ohio,Decedent's home,3980
11/23/2022,01/01/2020,11/19/2022,By Total,Ohio,Hospice facility,2713
11/23/2022,01/01/2020,11/19/2022,By Total,Ohio,Nursing home/long term care facility,10779
11/23/2022,01/01/2020,11/19/2022,By Total,Ohio,Other,478
11/23/2022,01/01/2020,11/19/2022,By Total,Ohio,Place of death unknown,14
11/23/2022,01/01/2020,11/19/2022,By Total,Oklahoma,Total - All Places of Death,17254
11/23/2022,01/01/2020,11/19/2022,By Total,Oklahoma,"Healthcare setting, inpatient",11232
11/23/2022,01/01/2020,11/19/2022,By Total,Oklahoma,"Healthcare setting, outpatient or emergency room",970
11/23/2022,01/01/2020,11/19/2022,By Total,Oklahoma,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2020,11/19/2022,By Total,Oklahoma,Decedent's home,1922
11/23/2022,01/01/2020,11/19/2022,By Total,Oklahoma,Hospice facility,282
11/23/2022,01/01/2020,11/19/2022,By Total,Oklahoma,Nursing home/long term care facility,2571
11/23/2022,01/01/2020,11/19/2022,By Total,Oklahoma,Other,272
11/23/2022,01/01/2020,11/19/2022,By Total,Oklahoma,Place of death unknown,0
11/23/2022,01/01/2020,11/19/2022,By Total,Oregon,Total - All Places of Death,8275
11/23/2022,01/01/2020,11/19/2022,By Total,Oregon,"Healthcare setting, inpatient",4798
11/23/2022,01/01/2020,11/19/2022,By Total,Oregon,"Healthcare setting, outpatient or emergency room",241
11/23/2022,01/01/2020,11/19/2022,By Total,Oregon,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2020,11/19/2022,By Total,Oregon,Decedent's home,1397
11/23/2022,01/01/2020,11/19/2022,By Total,Oregon,Hospice facility,56
11/23/2022,01/01/2020,11/19/2022,By Total,Oregon,Nursing home/long term care facility,1505
11/23/2022,01/01/2020,11/19/2022,By Total,Oregon,Other,275
11/23/2022,01/01/2020,11/19/2022,By Total,Oregon,Place of death unknown,0
11/23/2022,01/01/2020,11/19/2022,By Total,Pennsylvania,Total - All Places of Death,49555
11/23/2022,01/01/2020,11/19/2022,By Total,Pennsylvania,"Healthcare setting, inpatient",30300
11/23/2022,01/01/2020,11/19/2022,By Total,Pennsylvania,"Healthcare setting, outpatient or emergency room",1194
11/23/2022,01/01/2020,11/19/2022,By Total,Pennsylvania,"Healthcare setting, dead on arrival",34
11/23/2022,01/01/2020,11/19/2022,By Total,Pennsylvania,Decedent's home,4074
11/23/2022,01/01/2020,11/19/2022,By Total,Pennsylvania,Hospice facility,904
11/23/2022,01/01/2020,11/19/2022,By Total,Pennsylvania,Nursing home/long term care facility,12675
11/23/2022,01/01/2020,11/19/2022,By Total,Pennsylvania,Other,371
11/23/2022,01/01/2020,11/19/2022,By Total,Pennsylvania,Place of death unknown,
11/23/2022,01/01/2020,11/19/2022,By Total,Rhode Island,Total - All Places of Death,3832
11/23/2022,01/01/2020,11/19/2022,By Total,Rhode Island,"Healthcare setting, inpatient",1775
11/23/2022,01/01/2020,11/19/2022,By Total,Rhode Island,"Healthcare setting, outpatient or emergency room",114
11/23/2022,01/01/2020,11/19/2022,By Total,Rhode Island,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2020,11/19/2022,By Total,Rhode Island,Decedent's home,216
11/23/2022,01/01/2020,11/19/2022,By Total,Rhode Island,Hospice facility,392
11/23/2022,01/01/2020,11/19/2022,By Total,Rhode Island,Nursing home/long term care facility,1263
11/23/2022,01/01/2020,11/19/2022,By Total,Rhode Island,Other,14
11/23/2022,01/01/2020,11/19/2022,By Total,Rhode Island,Place of death unknown,55
11/23/2022,01/01/2020,11/19/2022,By Total,South Carolina,Total - All Places of Death,19415
11/23/2022,01/01/2020,11/19/2022,By Total,South Carolina,"Healthcare setting, inpatient",13196
11/23/2022,01/01/2020,11/19/2022,By Total,South Carolina,"Healthcare setting, outpatient or emergency room",597
11/23/2022,01/01/2020,11/19/2022,By Total,South Carolina,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2020,11/19/2022,By Total,South Carolina,Decedent's home,2183
11/23/2022,01/01/2020,11/19/2022,By Total,South Carolina,Hospice facility,1238
11/23/2022,01/01/2020,11/19/2022,By Total,South Carolina,Nursing home/long term care facility,1936
11/23/2022,01/01/2020,11/19/2022,By Total,South Carolina,Other,262
11/23/2022,01/01/2020,11/19/2022,By Total,South Carolina,Place of death unknown,0
11/23/2022,01/01/2020,11/19/2022,By Total,South Dakota,Total - All Places of Death,3273
11/23/2022,01/01/2020,11/19/2022,By Total,South Dakota,"Healthcare setting, inpatient",1911
11/23/2022,01/01/2020,11/19/2022,By Total,South Dakota,"Healthcare setting, outpatient or emergency room",89
11/23/2022,01/01/2020,11/19/2022,By Total,South Dakota,"Healthcare setting, dead on arrival",0
11/23/2022,01/01/2020,11/19/2022,By Total,South Dakota,Decedent's home,199
11/23/2022,01/01/2020,11/19/2022,By Total,South Dakota,Hospice facility,127
11/23/2022,01/01/2020,11/19/2022,By Total,South Dakota,Nursing home/long term care facility,925
11/23/2022,01/01/2020,11/19/2022,By Total,South Dakota,Other,22
11/23/2022,01/01/2020,11/19/2022,By Total,South Dakota,Place of death unknown,0
11/23/2022,01/01/2020,11/19/2022,By Total,Tennessee,Total - All Places of Death,28256
11/23/2022,01/01/2020,11/19/2022,By Total,Tennessee,"Healthcare setting, inpatient",19848
11/23/2022,01/01/2020,11/19/2022,By Total,Tennessee,"Healthcare setting, outpatient or emergency room",1197
11/23/2022,01/01/2020,11/19/2022,By Total,Tennessee,"Healthcare setting, dead on arrival",186
11/23/2022,01/01/2020,11/19/2022,By Total,Tennessee,Decedent's home,2668
11/23/2022,01/01/2020,11/19/2022,By Total,Tennessee,Hospice facility,589
11/23/2022,01/01/2020,11/19/2022,By Total,Tennessee,Nursing home/long term care facility,3426
11/23/2022,01/01/2020,11/19/2022,By Total,Tennessee,Other,342
11/23/2022,01/01/2020,11/19/2022,By Total,Tennessee,Place of death unknown,0
11/23/2022,01/01/2020,11/19/2022,By Total,Texas,Total - All Places of Death,99673
11/23/2022,01/01/2020,11/19/2022,By Total,Texas,"Healthcare setting, inpatient",73417
11/23/2022,01/01/2020,11/19/2022,By Total,Texas,"Healthcare setting, outpatient or emergency room",3827
11/23/2022,01/01/2020,11/19/2022,By Total,Texas,"Healthcare setting, dead on arrival",57
11/23/2022,01/01/2020,11/19/2022,By Total,Texas,Decedent's home,9831
11/23/2022,01/01/2020,11/19/2022,By Total,Texas,Hospice facility,1594
11/23/2022,01/01/2020,11/19/2022,By Total,Texas,Nursing home/long term care facility,9103
11/23/2022,01/01/2020,11/19/2022,By Total,Texas,Other,1844
11/23/2022,01/01/2020,11/19/2022,By Total,Texas,Place of death unknown,0
11/23/2022,01/01/2020,11/19/2022,By Total,Utah,Total - All Places of Death,5507
11/23/2022,01/01/2020,11/19/2022,By Total,Utah,"Healthcare setting, inpatient",3300
11/23/2022,01/01/2020,11/19/2022,By Total,Utah,"Healthcare setting, outpatient or emergency room",177
11/23/2022,01/01/2020,11/19/2022,By Total,Utah,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2020,11/19/2022,By Total,Utah,Decedent's home,950
11/23/2022,01/01/2020,11/19/2022,By Total,Utah,Hospice facility,0
11/23/2022,01/01/2020,11/19/2022,By Total,Utah,Nursing home/long term care facility,963
11/23/2022,01/01/2020,11/19/2022,By Total,Utah,Other,114
11/23/2022,01/01/2020,11/19/2022,By Total,Utah,Place of death unknown,0
11/23/2022,01/01/2020,11/19/2022,By Total,Vermont,Total - All Places of Death,791
11/23/2022,01/01/2020,11/19/2022,By Total,Vermont,"Healthcare setting, inpatient",321
11/23/2022,01/01/2020,11/19/2022,By Total,Vermont,"Healthcare setting, outpatient or emergency room",18
11/23/2022,01/01/2020,11/19/2022,By Total,Vermont,"Healthcare setting, dead on arrival",0
11/23/2022,01/01/2020,11/19/2022,By Total,Vermont,Decedent's home,118
11/23/2022,01/01/2020,11/19/2022,By Total,Vermont,Hospice facility,
11/23/2022,01/01/2020,11/19/2022,By Total,Vermont,Nursing home/long term care facility,306
11/23/2022,01/01/2020,11/19/2022,By Total,Vermont,Other,20
11/23/2022,01/01/2020,11/19/2022,By Total,Vermont,Place of death unknown,0
11/23/2022,01/01/2020,11/19/2022,By Total,Virginia,Total - All Places of Death,21380
11/23/2022,01/01/2020,11/19/2022,By Total,Virginia,"Healthcare setting, inpatient",14165
11/23/2022,01/01/2020,11/19/2022,By Total,Virginia,"Healthcare setting, outpatient or emergency room",602
11/23/2022,01/01/2020,11/19/2022,By Total,Virginia,"Healthcare setting, dead on arrival",31
11/23/2022,01/01/2020,11/19/2022,By Total,Virginia,Decedent's home,2145
11/23/2022,01/01/2020,11/19/2022,By Total,Virginia,Hospice facility,179
11/23/2022,01/01/2020,11/19/2022,By Total,Virginia,Nursing home/long term care facility,3875
11/23/2022,01/01/2020,11/19/2022,By Total,Virginia,Other,366
11/23/2022,01/01/2020,11/19/2022,By Total,Virginia,Place of death unknown,17
11/23/2022,01/01/2020,11/19/2022,By Total,Washington,Total - All Places of Death,13585
11/23/2022,01/01/2020,11/19/2022,By Total,Washington,"Healthcare setting, inpatient",8402
11/23/2022,01/01/2020,11/19/2022,By Total,Washington,"Healthcare setting, outpatient or emergency room",323
11/23/2022,01/01/2020,11/19/2022,By Total,Washington,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2020,11/19/2022,By Total,Washington,Decedent's home,1875
11/23/2022,01/01/2020,11/19/2022,By Total,Washington,Hospice facility,341
11/23/2022,01/01/2020,11/19/2022,By Total,Washington,Nursing home/long term care facility,2363
11/23/2022,01/01/2020,11/19/2022,By Total,Washington,Other,273
11/23/2022,01/01/2020,11/19/2022,By Total,Washington,Place of death unknown,
11/23/2022,01/01/2020,11/19/2022,By Total,West Virginia,Total - All Places of Death,7671
11/23/2022,01/01/2020,11/19/2022,By Total,West Virginia,"Healthcare setting, inpatient",5125
11/23/2022,01/01/2020,11/19/2022,By Total,West Virginia,"Healthcare setting, outpatient or emergency room",236
11/23/2022,01/01/2020,11/19/2022,By Total,West Virginia,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2020,11/19/2022,By Total,West Virginia,Decedent's home,651
11/23/2022,01/01/2020,11/19/2022,By Total,West Virginia,Hospice facility,478
11/23/2022,01/01/2020,11/19/2022,By Total,West Virginia,Nursing home/long term care facility,1100
11/23/2022,01/01/2020,11/19/2022,By Total,West Virginia,Other,77
11/23/2022,01/01/2020,11/19/2022,By Total,West Virginia,Place of death unknown,0
11/23/2022,01/01/2020,11/19/2022,By Total,Wisconsin,Total - All Places of Death,15819
11/23/2022,01/01/2020,11/19/2022,By Total,Wisconsin,"Healthcare setting, inpatient",9368
11/23/2022,01/01/2020,11/19/2022,By Total,Wisconsin,"Healthcare setting, outpatient or emergency room",347
11/23/2022,01/01/2020,11/19/2022,By Total,Wisconsin,"Healthcare setting, dead on arrival",13
11/23/2022,01/01/2020,11/19/2022,By Total,Wisconsin,Decedent's home,1774
11/23/2022,01/01/2020,11/19/2022,By Total,Wisconsin,Hospice facility,596
11/23/2022,01/01/2020,11/19/2022,By Total,Wisconsin,Nursing home/long term care facility,2166
11/23/2022,01/01/2020,11/19/2022,By Total,Wisconsin,Other,1555
11/23/2022,01/01/2020,11/19/2022,By Total,Wisconsin,Place of death unknown,0
11/23/2022,01/01/2020,11/19/2022,By Total,Wyoming,Total - All Places of Death,1732
11/23/2022,01/01/2020,11/19/2022,By Total,Wyoming,"Healthcare setting, inpatient",954
11/23/2022,01/01/2020,11/19/2022,By Total,Wyoming,"Healthcare setting, outpatient or emergency room",78
11/23/2022,01/01/2020,11/19/2022,By Total,Wyoming,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2020,11/19/2022,By Total,Wyoming,Decedent's home,264
11/23/2022,01/01/2020,11/19/2022,By Total,Wyoming,Hospice facility,65
11/23/2022,01/01/2020,11/19/2022,By Total,Wyoming,Nursing home/long term care facility,345
11/23/2022,01/01/2020,11/19/2022,By Total,Wyoming,Other,25
11/23/2022,01/01/2020,11/19/2022,By Total,Wyoming,Place of death unknown,0
11/23/2022,01/01/2020,11/19/2022,By Total,Puerto Rico,Total - All Places of Death,5368
11/23/2022,01/01/2020,11/19/2022,By Total,Puerto Rico,"Healthcare setting, inpatient",4581
11/23/2022,01/01/2020,11/19/2022,By Total,Puerto Rico,"Healthcare setting, outpatient or emergency room",225
11/23/2022,01/01/2020,11/19/2022,By Total,Puerto Rico,"Healthcare setting, dead on arrival",17
11/23/2022,01/01/2020,11/19/2022,By Total,Puerto Rico,Decedent's home,353
11/23/2022,01/01/2020,11/19/2022,By Total,Puerto Rico,Hospice facility,0
11/23/2022,01/01/2020,11/19/2022,By Total,Puerto Rico,Nursing home/long term care facility,141
11/23/2022,01/01/2020,11/19/2022,By Total,Puerto Rico,Other,49
11/23/2022,01/01/2020,11/19/2022,By Total,Puerto Rico,Place of death unknown,
11/23/2022,01/01/2022,11/19/2022,By Year,United States,Total - All Places of Death,223420
11/23/2022,01/01/2022,11/19/2022,By Year,United States,"Healthcare setting, inpatient",133309
11/23/2022,01/01/2022,11/19/2022,By Year,United States,"Healthcare setting, outpatient or emergency room",9043
11/23/2022,01/01/2022,11/19/2022,By Year,United States,"Healthcare setting, dead on arrival",212
11/23/2022,01/01/2022,11/19/2022,By Year,United States,Decedent's home,33226
11/23/2022,01/01/2022,11/19/2022,By Year,United States,Hospice facility,11650
11/23/2022,01/01/2022,11/19/2022,By Year,United States,Nursing home/long term care facility,29430
11/23/2022,01/01/2022,11/19/2022,By Year,United States,Other,6541
11/23/2022,01/01/2022,11/19/2022,By Year,United States,Place of death unknown,9
11/23/2022,01/01/2022,11/19/2022,By Year,Alabama,Total - All Places of Death,3947
11/23/2022,01/01/2022,11/19/2022,By Year,Alabama,"Healthcare setting, inpatient",2641
11/23/2022,01/01/2022,11/19/2022,By Year,Alabama,"Healthcare setting, outpatient or emergency room",152
11/23/2022,01/01/2022,11/19/2022,By Year,Alabama,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Alabama,Decedent's home,641
11/23/2022,01/01/2022,11/19/2022,By Year,Alabama,Hospice facility,107
11/23/2022,01/01/2022,11/19/2022,By Year,Alabama,Nursing home/long term care facility,351
11/23/2022,01/01/2022,11/19/2022,By Year,Alabama,Other,53
11/23/2022,01/01/2022,11/19/2022,By Year,Alabama,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Alaska,Total - All Places of Death,311
11/23/2022,01/01/2022,11/19/2022,By Year,Alaska,"Healthcare setting, inpatient",172
11/23/2022,01/01/2022,11/19/2022,By Year,Alaska,"Healthcare setting, outpatient or emergency room",19
11/23/2022,01/01/2022,11/19/2022,By Year,Alaska,"Healthcare setting, dead on arrival",0
11/23/2022,01/01/2022,11/19/2022,By Year,Alaska,Decedent's home,68
11/23/2022,01/01/2022,11/19/2022,By Year,Alaska,Hospice facility,0
11/23/2022,01/01/2022,11/19/2022,By Year,Alaska,Nursing home/long term care facility,36
11/23/2022,01/01/2022,11/19/2022,By Year,Alaska,Other,16
11/23/2022,01/01/2022,11/19/2022,By Year,Alaska,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Arizona,Total - All Places of Death,5172
11/23/2022,01/01/2022,11/19/2022,By Year,Arizona,"Healthcare setting, inpatient",3163
11/23/2022,01/01/2022,11/19/2022,By Year,Arizona,"Healthcare setting, outpatient or emergency room",173
11/23/2022,01/01/2022,11/19/2022,By Year,Arizona,"Healthcare setting, dead on arrival",0
11/23/2022,01/01/2022,11/19/2022,By Year,Arizona,Decedent's home,786
11/23/2022,01/01/2022,11/19/2022,By Year,Arizona,Hospice facility,305
11/23/2022,01/01/2022,11/19/2022,By Year,Arizona,Nursing home/long term care facility,537
11/23/2022,01/01/2022,11/19/2022,By Year,Arizona,Other,208
11/23/2022,01/01/2022,11/19/2022,By Year,Arizona,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Arkansas,Total - All Places of Death,2558
11/23/2022,01/01/2022,11/19/2022,By Year,Arkansas,"Healthcare setting, inpatient",1524
11/23/2022,01/01/2022,11/19/2022,By Year,Arkansas,"Healthcare setting, outpatient or emergency room",147
11/23/2022,01/01/2022,11/19/2022,By Year,Arkansas,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Arkansas,Decedent's home,330
11/23/2022,01/01/2022,11/19/2022,By Year,Arkansas,Hospice facility,181
11/23/2022,01/01/2022,11/19/2022,By Year,Arkansas,Nursing home/long term care facility,336
11/23/2022,01/01/2022,11/19/2022,By Year,Arkansas,Other,38
11/23/2022,01/01/2022,11/19/2022,By Year,Arkansas,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,California,Total - All Places of Death,19837
11/23/2022,01/01/2022,11/19/2022,By Year,California,"Healthcare setting, inpatient",12738
11/23/2022,01/01/2022,11/19/2022,By Year,California,"Healthcare setting, outpatient or emergency room",895
11/23/2022,01/01/2022,11/19/2022,By Year,California,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,California,Decedent's home,3377
11/23/2022,01/01/2022,11/19/2022,By Year,California,Hospice facility,78
11/23/2022,01/01/2022,11/19/2022,By Year,California,Nursing home/long term care facility,1276
11/23/2022,01/01/2022,11/19/2022,By Year,California,Other,1468
11/23/2022,01/01/2022,11/19/2022,By Year,California,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Colorado,Total - All Places of Death,2999
11/23/2022,01/01/2022,11/19/2022,By Year,Colorado,"Healthcare setting, inpatient",1467
11/23/2022,01/01/2022,11/19/2022,By Year,Colorado,"Healthcare setting, outpatient or emergency room",70
11/23/2022,01/01/2022,11/19/2022,By Year,Colorado,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Colorado,Decedent's home,703
11/23/2022,01/01/2022,11/19/2022,By Year,Colorado,Hospice facility,155
11/23/2022,01/01/2022,11/19/2022,By Year,Colorado,Nursing home/long term care facility,516
11/23/2022,01/01/2022,11/19/2022,By Year,Colorado,Other,86
11/23/2022,01/01/2022,11/19/2022,By Year,Colorado,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Connecticut,Total - All Places of Death,2268
11/23/2022,01/01/2022,11/19/2022,By Year,Connecticut,"Healthcare setting, inpatient",1468
11/23/2022,01/01/2022,11/19/2022,By Year,Connecticut,"Healthcare setting, outpatient or emergency room",114
11/23/2022,01/01/2022,11/19/2022,By Year,Connecticut,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Connecticut,Decedent's home,257
11/23/2022,01/01/2022,11/19/2022,By Year,Connecticut,Hospice facility,69
11/23/2022,01/01/2022,11/19/2022,By Year,Connecticut,Nursing home/long term care facility,315
11/23/2022,01/01/2022,11/19/2022,By Year,Connecticut,Other,41
11/23/2022,01/01/2022,11/19/2022,By Year,Connecticut,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Delaware,Total - All Places of Death,798
11/23/2022,01/01/2022,11/19/2022,By Year,Delaware,"Healthcare setting, inpatient",472
11/23/2022,01/01/2022,11/19/2022,By Year,Delaware,"Healthcare setting, outpatient or emergency room",28
11/23/2022,01/01/2022,11/19/2022,By Year,Delaware,"Healthcare setting, dead on arrival",0
11/23/2022,01/01/2022,11/19/2022,By Year,Delaware,Decedent's home,134
11/23/2022,01/01/2022,11/19/2022,By Year,Delaware,Hospice facility,74
11/23/2022,01/01/2022,11/19/2022,By Year,Delaware,Nursing home/long term care facility,81
11/23/2022,01/01/2022,11/19/2022,By Year,Delaware,Other,
11/23/2022,01/01/2022,11/19/2022,By Year,Delaware,Place of death unknown,
11/23/2022,01/01/2022,11/19/2022,By Year,District of Columbia,Total - All Places of Death,397
11/23/2022,01/01/2022,11/19/2022,By Year,District of Columbia,"Healthcare setting, inpatient",300
11/23/2022,01/01/2022,11/19/2022,By Year,District of Columbia,"Healthcare setting, outpatient or emergency room",15
11/23/2022,01/01/2022,11/19/2022,By Year,District of Columbia,"Healthcare setting, dead on arrival",0
11/23/2022,01/01/2022,11/19/2022,By Year,District of Columbia,Decedent's home,47
11/23/2022,01/01/2022,11/19/2022,By Year,District of Columbia,Hospice facility,
11/23/2022,01/01/2022,11/19/2022,By Year,District of Columbia,Nursing home/long term care facility,24
11/23/2022,01/01/2022,11/19/2022,By Year,District of Columbia,Other,
11/23/2022,01/01/2022,11/19/2022,By Year,District of Columbia,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Florida,Total - All Places of Death,15793
11/23/2022,01/01/2022,11/19/2022,By Year,Florida,"Healthcare setting, inpatient",8613
11/23/2022,01/01/2022,11/19/2022,By Year,Florida,"Healthcare setting, outpatient or emergency room",516
11/23/2022,01/01/2022,11/19/2022,By Year,Florida,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Florida,Decedent's home,1830
11/23/2022,01/01/2022,11/19/2022,By Year,Florida,Hospice facility,2883
11/23/2022,01/01/2022,11/19/2022,By Year,Florida,Nursing home/long term care facility,1158
11/23/2022,01/01/2022,11/19/2022,By Year,Florida,Other,788
11/23/2022,01/01/2022,11/19/2022,By Year,Florida,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Georgia,Total - All Places of Death,6691
11/23/2022,01/01/2022,11/19/2022,By Year,Georgia,"Healthcare setting, inpatient",3981
11/23/2022,01/01/2022,11/19/2022,By Year,Georgia,"Healthcare setting, outpatient or emergency room",431
11/23/2022,01/01/2022,11/19/2022,By Year,Georgia,"Healthcare setting, dead on arrival",10
11/23/2022,01/01/2022,11/19/2022,By Year,Georgia,Decedent's home,1026
11/23/2022,01/01/2022,11/19/2022,By Year,Georgia,Hospice facility,510
11/23/2022,01/01/2022,11/19/2022,By Year,Georgia,Nursing home/long term care facility,566
11/23/2022,01/01/2022,11/19/2022,By Year,Georgia,Other,167
11/23/2022,01/01/2022,11/19/2022,By Year,Georgia,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Hawaii,Total - All Places of Death,576
11/23/2022,01/01/2022,11/19/2022,By Year,Hawaii,"Healthcare setting, inpatient",309
11/23/2022,01/01/2022,11/19/2022,By Year,Hawaii,"Healthcare setting, outpatient or emergency room",47
11/23/2022,01/01/2022,11/19/2022,By Year,Hawaii,"Healthcare setting, dead on arrival",12
11/23/2022,01/01/2022,11/19/2022,By Year,Hawaii,Decedent's home,120
11/23/2022,01/01/2022,11/19/2022,By Year,Hawaii,Hospice facility,20
11/23/2022,01/01/2022,11/19/2022,By Year,Hawaii,Nursing home/long term care facility,39
11/23/2022,01/01/2022,11/19/2022,By Year,Hawaii,Other,29
11/23/2022,01/01/2022,11/19/2022,By Year,Hawaii,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Idaho,Total - All Places of Death,998
11/23/2022,01/01/2022,11/19/2022,By Year,Idaho,"Healthcare setting, inpatient",514
11/23/2022,01/01/2022,11/19/2022,By Year,Idaho,"Healthcare setting, outpatient or emergency room",16
11/23/2022,01/01/2022,11/19/2022,By Year,Idaho,"Healthcare setting, dead on arrival",0
11/23/2022,01/01/2022,11/19/2022,By Year,Idaho,Decedent's home,228
11/23/2022,01/01/2022,11/19/2022,By Year,Idaho,Hospice facility,38
11/23/2022,01/01/2022,11/19/2022,By Year,Idaho,Nursing home/long term care facility,188
11/23/2022,01/01/2022,11/19/2022,By Year,Idaho,Other,14
11/23/2022,01/01/2022,11/19/2022,By Year,Idaho,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Illinois,Total - All Places of Death,8032
11/23/2022,01/01/2022,11/19/2022,By Year,Illinois,"Healthcare setting, inpatient",4948
11/23/2022,01/01/2022,11/19/2022,By Year,Illinois,"Healthcare setting, outpatient or emergency room",398
11/23/2022,01/01/2022,11/19/2022,By Year,Illinois,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Illinois,Decedent's home,1077
11/23/2022,01/01/2022,11/19/2022,By Year,Illinois,Hospice facility,251
11/23/2022,01/01/2022,11/19/2022,By Year,Illinois,Nursing home/long term care facility,1117
11/23/2022,01/01/2022,11/19/2022,By Year,Illinois,Other,238
11/23/2022,01/01/2022,11/19/2022,By Year,Illinois,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Indiana,Total - All Places of Death,5458
11/23/2022,01/01/2022,11/19/2022,By Year,Indiana,"Healthcare setting, inpatient",3240
11/23/2022,01/01/2022,11/19/2022,By Year,Indiana,"Healthcare setting, outpatient or emergency room",180
11/23/2022,01/01/2022,11/19/2022,By Year,Indiana,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Indiana,Decedent's home,784
11/23/2022,01/01/2022,11/19/2022,By Year,Indiana,Hospice facility,127
11/23/2022,01/01/2022,11/19/2022,By Year,Indiana,Nursing home/long term care facility,1026
11/23/2022,01/01/2022,11/19/2022,By Year,Indiana,Other,98
11/23/2022,01/01/2022,11/19/2022,By Year,Indiana,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Iowa,Total - All Places of Death,1992
11/23/2022,01/01/2022,11/19/2022,By Year,Iowa,"Healthcare setting, inpatient",1034
11/23/2022,01/01/2022,11/19/2022,By Year,Iowa,"Healthcare setting, outpatient or emergency room",86
11/23/2022,01/01/2022,11/19/2022,By Year,Iowa,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Iowa,Decedent's home,255
11/23/2022,01/01/2022,11/19/2022,By Year,Iowa,Hospice facility,84
11/23/2022,01/01/2022,11/19/2022,By Year,Iowa,Nursing home/long term care facility,484
11/23/2022,01/01/2022,11/19/2022,By Year,Iowa,Other,48
11/23/2022,01/01/2022,11/19/2022,By Year,Iowa,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Kansas,Total - All Places of Death,2180
11/23/2022,01/01/2022,11/19/2022,By Year,Kansas,"Healthcare setting, inpatient",1288
11/23/2022,01/01/2022,11/19/2022,By Year,Kansas,"Healthcare setting, outpatient or emergency room",76
11/23/2022,01/01/2022,11/19/2022,By Year,Kansas,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Kansas,Decedent's home,286
