Data As Of,Start Date,End Date,Group,State,Place of Death,COVID-19 Deaths
10/26/2022,01/01/2020,10/22/2022,By Total,North Carolina,Other,712
10/26/2022,01/01/2020,10/22/2022,By Total,North Carolina,Place of death unknown,13
10/26/2022,01/01/2020,10/22/2022,By Total,North Dakota,Total - All Places of Death,2921
10/26/2022,01/01/2020,10/22/2022,By Total,North Dakota,"Healthcare setting, inpatient",1883
10/26/2022,01/01/2020,10/22/2022,By Total,North Dakota,"Healthcare setting, outpatient or emergency room",56
10/26/2022,01/01/2020,10/22/2022,By Total,North Dakota,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2020,10/22/2022,By Total,North Dakota,Decedent's home,149
10/26/2022,01/01/2020,10/22/2022,By Total,North Dakota,Hospice facility,
10/26/2022,01/01/2020,10/22/2022,By Total,North Dakota,Nursing home/long term care facility,810
10/26/2022,01/01/2020,10/22/2022,By Total,North Dakota,Other,12
10/26/2022,01/01/2020,10/22/2022,By Total,North Dakota,Place of death unknown,0
10/26/2022,01/01/2020,10/22/2022,By Total,Ohio,Total - All Places of Death,45986
10/26/2022,01/01/2020,10/22/2022,By Total,Ohio,"Healthcare setting, inpatient",26687
10/26/2022,01/01/2020,10/22/2022,By Total,Ohio,"Healthcare setting, outpatient or emergency room",1523
10/26/2022,01/01/2020,10/22/2022,By Total,Ohio,"Healthcare setting, dead on arrival",67
10/26/2022,01/01/2020,10/22/2022,By Total,Ohio,Decedent's home,3926
10/26/2022,01/01/2020,10/22/2022,By Total,Ohio,Hospice facility,2665
10/26/2022,01/01/2020,10/22/2022,By Total,Ohio,Nursing home/long term care facility,10633
10/26/2022,01/01/2020,10/22/2022,By Total,Ohio,Other,471
10/26/2022,01/01/2020,10/22/2022,By Total,Ohio,Place of death unknown,14
10/26/2022,01/01/2020,10/22/2022,By Total,Oklahoma,Total - All Places of Death,17100
10/26/2022,01/01/2020,10/22/2022,By Total,Oklahoma,"Healthcare setting, inpatient",11158
10/26/2022,01/01/2020,10/22/2022,By Total,Oklahoma,"Healthcare setting, outpatient or emergency room",957
10/26/2022,01/01/2020,10/22/2022,By Total,Oklahoma,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2020,10/22/2022,By Total,Oklahoma,Decedent's home,1884
10/26/2022,01/01/2020,10/22/2022,By Total,Oklahoma,Hospice facility,279
10/26/2022,01/01/2020,10/22/2022,By Total,Oklahoma,Nursing home/long term care facility,2546
10/26/2022,01/01/2020,10/22/2022,By Total,Oklahoma,Other,271
10/26/2022,01/01/2020,10/22/2022,By Total,Oklahoma,Place of death unknown,0
10/26/2022,01/01/2020,10/22/2022,By Total,Oregon,Total - All Places of Death,8150
10/26/2022,01/01/2020,10/22/2022,By Total,Oregon,"Healthcare setting, inpatient",4749
10/26/2022,01/01/2020,10/22/2022,By Total,Oregon,"Healthcare setting, outpatient or emergency room",234
10/26/2022,01/01/2020,10/22/2022,By Total,Oregon,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2020,10/22/2022,By Total,Oregon,Decedent's home,1358
10/26/2022,01/01/2020,10/22/2022,By Total,Oregon,Hospice facility,49
10/26/2022,01/01/2020,10/22/2022,By Total,Oregon,Nursing home/long term care facility,1494
10/26/2022,01/01/2020,10/22/2022,By Total,Oregon,Other,263
10/26/2022,01/01/2020,10/22/2022,By Total,Oregon,Place of death unknown,0
10/26/2022,01/01/2020,10/22/2022,By Total,Pennsylvania,Total - All Places of Death,49000
10/26/2022,01/01/2020,10/22/2022,By Total,Pennsylvania,"Healthcare setting, inpatient",30047
10/26/2022,01/01/2020,10/22/2022,By Total,Pennsylvania,"Healthcare setting, outpatient or emergency room",1171
10/26/2022,01/01/2020,10/22/2022,By Total,Pennsylvania,"Healthcare setting, dead on arrival",34
10/26/2022,01/01/2020,10/22/2022,By Total,Pennsylvania,Decedent's home,3989
10/26/2022,01/01/2020,10/22/2022,By Total,Pennsylvania,Hospice facility,888
10/26/2022,01/01/2020,10/22/2022,By Total,Pennsylvania,Nursing home/long term care facility,12505
10/26/2022,01/01/2020,10/22/2022,By Total,Pennsylvania,Other,362
10/26/2022,01/01/2020,10/22/2022,By Total,Pennsylvania,Place of death unknown,
10/26/2022,01/01/2020,10/22/2022,By Total,Rhode Island,Total - All Places of Death,3793
10/26/2022,01/01/2020,10/22/2022,By Total,Rhode Island,"Healthcare setting, inpatient",1770
10/26/2022,01/01/2020,10/22/2022,By Total,Rhode Island,"Healthcare setting, outpatient or emergency room",112
10/26/2022,01/01/2020,10/22/2022,By Total,Rhode Island,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2020,10/22/2022,By Total,Rhode Island,Decedent's home,211
10/26/2022,01/01/2020,10/22/2022,By Total,Rhode Island,Hospice facility,378
10/26/2022,01/01/2020,10/22/2022,By Total,Rhode Island,Nursing home/long term care facility,1251
10/26/2022,01/01/2020,10/22/2022,By Total,Rhode Island,Other,13
10/26/2022,01/01/2020,10/22/2022,By Total,Rhode Island,Place of death unknown,55
10/26/2022,01/01/2020,10/22/2022,By Total,South Carolina,Total - All Places of Death,19292
10/26/2022,01/01/2020,10/22/2022,By Total,South Carolina,"Healthcare setting, inpatient",13145
10/26/2022,01/01/2020,10/22/2022,By Total,South Carolina,"Healthcare setting, outpatient or emergency room",595
10/26/2022,01/01/2020,10/22/2022,By Total,South Carolina,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2020,10/22/2022,By Total,South Carolina,Decedent's home,2154
10/26/2022,01/01/2020,10/22/2022,By Total,South Carolina,Hospice facility,1216
10/26/2022,01/01/2020,10/22/2022,By Total,South Carolina,Nursing home/long term care facility,1923
10/26/2022,01/01/2020,10/22/2022,By Total,South Carolina,Other,256
10/26/2022,01/01/2020,10/22/2022,By Total,South Carolina,Place of death unknown,0
10/26/2022,01/01/2020,10/22/2022,By Total,South Dakota,Total - All Places of Death,3237
10/26/2022,01/01/2020,10/22/2022,By Total,South Dakota,"Healthcare setting, inpatient",1895
10/26/2022,01/01/2020,10/22/2022,By Total,South Dakota,"Healthcare setting, outpatient or emergency room",89
10/26/2022,01/01/2020,10/22/2022,By Total,South Dakota,"Healthcare setting, dead on arrival",0
10/26/2022,01/01/2020,10/22/2022,By Total,South Dakota,Decedent's home,195
10/26/2022,01/01/2020,10/22/2022,By Total,South Dakota,Hospice facility,122
10/26/2022,01/01/2020,10/22/2022,By Total,South Dakota,Nursing home/long term care facility,915
10/26/2022,01/01/2020,10/22/2022,By Total,South Dakota,Other,21
10/26/2022,01/01/2020,10/22/2022,By Total,South Dakota,Place of death unknown,0
10/26/2022,01/01/2020,10/22/2022,By Total,Tennessee,Total - All Places of Death,27990
10/26/2022,01/01/2020,10/22/2022,By Total,Tennessee,"Healthcare setting, inpatient",19724
10/26/2022,01/01/2020,10/22/2022,By Total,Tennessee,"Healthcare setting, outpatient or emergency room",1189
10/26/2022,01/01/2020,10/22/2022,By Total,Tennessee,"Healthcare setting, dead on arrival",186
10/26/2022,01/01/2020,10/22/2022,By Total,Tennessee,Decedent's home,2612
10/26/2022,01/01/2020,10/22/2022,By Total,Tennessee,Hospice facility,581
10/26/2022,01/01/2020,10/22/2022,By Total,Tennessee,Nursing home/long term care facility,3361
10/26/2022,01/01/2020,10/22/2022,By Total,Tennessee,Other,337
10/26/2022,01/01/2020,10/22/2022,By Total,Tennessee,Place of death unknown,0
10/26/2022,01/01/2020,10/22/2022,By Total,Texas,Total - All Places of Death,99262
10/26/2022,01/01/2020,10/22/2022,By Total,Texas,"Healthcare setting, inpatient",73239
10/26/2022,01/01/2020,10/22/2022,By Total,Texas,"Healthcare setting, outpatient or emergency room",3804
10/26/2022,01/01/2020,10/22/2022,By Total,Texas,"Healthcare setting, dead on arrival",57
10/26/2022,01/01/2020,10/22/2022,By Total,Texas,Decedent's home,9734
10/26/2022,01/01/2020,10/22/2022,By Total,Texas,Hospice facility,1574
10/26/2022,01/01/2020,10/22/2022,By Total,Texas,Nursing home/long term care facility,9032
10/26/2022,01/01/2020,10/22/2022,By Total,Texas,Other,1822
10/26/2022,01/01/2020,10/22/2022,By Total,Texas,Place of death unknown,0
10/26/2022,01/01/2020,10/22/2022,By Total,Utah,Total - All Places of Death,5453
10/26/2022,01/01/2020,10/22/2022,By Total,Utah,"Healthcare setting, inpatient",3275
10/26/2022,01/01/2020,10/22/2022,By Total,Utah,"Healthcare setting, outpatient or emergency room",174
10/26/2022,01/01/2020,10/22/2022,By Total,Utah,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2020,10/22/2022,By Total,Utah,Decedent's home,936
10/26/2022,01/01/2020,10/22/2022,By Total,Utah,Hospice facility,0
10/26/2022,01/01/2020,10/22/2022,By Total,Utah,Nursing home/long term care facility,953
10/26/2022,01/01/2020,10/22/2022,By Total,Utah,Other,112
10/26/2022,01/01/2020,10/22/2022,By Total,Utah,Place of death unknown,0
10/26/2022,01/01/2020,10/22/2022,By Total,Vermont,Total - All Places of Death,754
10/26/2022,01/01/2020,10/22/2022,By Total,Vermont,"Healthcare setting, inpatient",308
10/26/2022,01/01/2020,10/22/2022,By Total,Vermont,"Healthcare setting, outpatient or emergency room",18
10/26/2022,01/01/2020,10/22/2022,By Total,Vermont,"Healthcare setting, dead on arrival",0
10/26/2022,01/01/2020,10/22/2022,By Total,Vermont,Decedent's home,115
10/26/2022,01/01/2020,10/22/2022,By Total,Vermont,Hospice facility,
10/26/2022,01/01/2020,10/22/2022,By Total,Vermont,Nursing home/long term care facility,291
10/26/2022,01/01/2020,10/22/2022,By Total,Vermont,Other,16
10/26/2022,01/01/2020,10/22/2022,By Total,Vermont,Place of death unknown,0
10/26/2022,01/01/2020,10/22/2022,By Total,Virginia,Total - All Places of Death,21170
10/26/2022,01/01/2020,10/22/2022,By Total,Virginia,"Healthcare setting, inpatient",14071
10/26/2022,01/01/2020,10/22/2022,By Total,Virginia,"Healthcare setting, outpatient or emergency room",597
10/26/2022,01/01/2020,10/22/2022,By Total,Virginia,"Healthcare setting, dead on arrival",31
10/26/2022,01/01/2020,10/22/2022,By Total,Virginia,Decedent's home,2088
10/26/2022,01/01/2020,10/22/2022,By Total,Virginia,Hospice facility,178
10/26/2022,01/01/2020,10/22/2022,By Total,Virginia,Nursing home/long term care facility,3828
10/26/2022,01/01/2020,10/22/2022,By Total,Virginia,Other,361
10/26/2022,01/01/2020,10/22/2022,By Total,Virginia,Place of death unknown,16
10/26/2022,01/01/2020,10/22/2022,By Total,Washington,Total - All Places of Death,13429
10/26/2022,01/01/2020,10/22/2022,By Total,Washington,"Healthcare setting, inpatient",8330
10/26/2022,01/01/2020,10/22/2022,By Total,Washington,"Healthcare setting, outpatient or emergency room",318
10/26/2022,01/01/2020,10/22/2022,By Total,Washington,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2020,10/22/2022,By Total,Washington,Decedent's home,1853
10/26/2022,01/01/2020,10/22/2022,By Total,Washington,Hospice facility,331
10/26/2022,01/01/2020,10/22/2022,By Total,Washington,Nursing home/long term care facility,2325
10/26/2022,01/01/2020,10/22/2022,By Total,Washington,Other,264
10/26/2022,01/01/2020,10/22/2022,By Total,Washington,Place of death unknown,
10/26/2022,01/01/2020,10/22/2022,By Total,West Virginia,Total - All Places of Death,7571
10/26/2022,01/01/2020,10/22/2022,By Total,West Virginia,"Healthcare setting, inpatient",5085
10/26/2022,01/01/2020,10/22/2022,By Total,West Virginia,"Healthcare setting, outpatient or emergency room",233
10/26/2022,01/01/2020,10/22/2022,By Total,West Virginia,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2020,10/22/2022,By Total,West Virginia,Decedent's home,639
10/26/2022,01/01/2020,10/22/2022,By Total,West Virginia,Hospice facility,459
10/26/2022,01/01/2020,10/22/2022,By Total,West Virginia,Nursing home/long term care facility,1075
10/26/2022,01/01/2020,10/22/2022,By Total,West Virginia,Other,76
10/26/2022,01/01/2020,10/22/2022,By Total,West Virginia,Place of death unknown,0
10/26/2022,01/01/2020,10/22/2022,By Total,Wisconsin,Total - All Places of Death,15615
10/26/2022,01/01/2020,10/22/2022,By Total,Wisconsin,"Healthcare setting, inpatient",9290
10/26/2022,01/01/2020,10/22/2022,By Total,Wisconsin,"Healthcare setting, outpatient or emergency room",338
10/26/2022,01/01/2020,10/22/2022,By Total,Wisconsin,"Healthcare setting, dead on arrival",13
10/26/2022,01/01/2020,10/22/2022,By Total,Wisconsin,Decedent's home,1742
10/26/2022,01/01/2020,10/22/2022,By Total,Wisconsin,Hospice facility,577
10/26/2022,01/01/2020,10/22/2022,By Total,Wisconsin,Nursing home/long term care facility,2131
10/26/2022,01/01/2020,10/22/2022,By Total,Wisconsin,Other,1524
10/26/2022,01/01/2020,10/22/2022,By Total,Wisconsin,Place of death unknown,0
10/26/2022,01/01/2020,10/22/2022,By Total,Wyoming,Total - All Places of Death,1712
10/26/2022,01/01/2020,10/22/2022,By Total,Wyoming,"Healthcare setting, inpatient",950
10/26/2022,01/01/2020,10/22/2022,By Total,Wyoming,"Healthcare setting, outpatient or emergency room",78
10/26/2022,01/01/2020,10/22/2022,By Total,Wyoming,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2020,10/22/2022,By Total,Wyoming,Decedent's home,261
10/26/2022,01/01/2020,10/22/2022,By Total,Wyoming,Hospice facility,65
10/26/2022,01/01/2020,10/22/2022,By Total,Wyoming,Nursing home/long term care facility,332
10/26/2022,01/01/2020,10/22/2022,By Total,Wyoming,Other,25
10/26/2022,01/01/2020,10/22/2022,By Total,Wyoming,Place of death unknown,0
10/26/2022,01/01/2020,10/22/2022,By Total,Puerto Rico,Total - All Places of Death,5266
10/26/2022,01/01/2020,10/22/2022,By Total,Puerto Rico,"Healthcare setting, inpatient",4503
10/26/2022,01/01/2020,10/22/2022,By Total,Puerto Rico,"Healthcare setting, outpatient or emergency room",222
10/26/2022,01/01/2020,10/22/2022,By Total,Puerto Rico,"Healthcare setting, dead on arrival",17
10/26/2022,01/01/2020,10/22/2022,By Total,Puerto Rico,Decedent's home,337
10/26/2022,01/01/2020,10/22/2022,By Total,Puerto Rico,Hospice facility,0
10/26/2022,01/01/2020,10/22/2022,By Total,Puerto Rico,Nursing home/long term care facility,137
10/26/2022,01/01/2020,10/22/2022,By Total,Puerto Rico,Other,48
10/26/2022,01/01/2020,10/22/2022,By Total,Puerto Rico,Place of death unknown,
10/26/2022,01/01/2022,10/22/2022,By Year,United States,Total - All Places of Death,214068
10/26/2022,01/01/2022,10/22/2022,By Year,United States,"Healthcare setting, inpatient",129099
10/26/2022,01/01/2022,10/22/2022,By Year,United States,"Healthcare setting, outpatient or emergency room",8636
10/26/2022,01/01/2022,10/22/2022,By Year,United States,"Healthcare setting, dead on arrival",205
10/26/2022,01/01/2022,10/22/2022,By Year,United States,Decedent's home,31499
10/26/2022,01/01/2022,10/22/2022,By Year,United States,Hospice facility,10985
10/26/2022,01/01/2022,10/22/2022,By Year,United States,Nursing home/long term care facility,27457
10/26/2022,01/01/2022,10/22/2022,By Year,United States,Other,6178
10/26/2022,01/01/2022,10/22/2022,By Year,United States,Place of death unknown,9
10/26/2022,01/01/2022,10/22/2022,By Year,Alabama,Total - All Places of Death,3854
10/26/2022,01/01/2022,10/22/2022,By Year,Alabama,"Healthcare setting, inpatient",2600
10/26/2022,01/01/2022,10/22/2022,By Year,Alabama,"Healthcare setting, outpatient or emergency room",149
10/26/2022,01/01/2022,10/22/2022,By Year,Alabama,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Alabama,Decedent's home,622
10/26/2022,01/01/2022,10/22/2022,By Year,Alabama,Hospice facility,101
10/26/2022,01/01/2022,10/22/2022,By Year,Alabama,Nursing home/long term care facility,328
10/26/2022,01/01/2022,10/22/2022,By Year,Alabama,Other,52
10/26/2022,01/01/2022,10/22/2022,By Year,Alabama,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Alaska,Total - All Places of Death,296
10/26/2022,01/01/2022,10/22/2022,By Year,Alaska,"Healthcare setting, inpatient",164
10/26/2022,01/01/2022,10/22/2022,By Year,Alaska,"Healthcare setting, outpatient or emergency room",19
10/26/2022,01/01/2022,10/22/2022,By Year,Alaska,"Healthcare setting, dead on arrival",0
10/26/2022,01/01/2022,10/22/2022,By Year,Alaska,Decedent's home,62
10/26/2022,01/01/2022,10/22/2022,By Year,Alaska,Hospice facility,0
10/26/2022,01/01/2022,10/22/2022,By Year,Alaska,Nursing home/long term care facility,35
10/26/2022,01/01/2022,10/22/2022,By Year,Alaska,Other,16
10/26/2022,01/01/2022,10/22/2022,By Year,Alaska,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Arizona,Total - All Places of Death,5012
10/26/2022,01/01/2022,10/22/2022,By Year,Arizona,"Healthcare setting, inpatient",3106
10/26/2022,01/01/2022,10/22/2022,By Year,Arizona,"Healthcare setting, outpatient or emergency room",164
10/26/2022,01/01/2022,10/22/2022,By Year,Arizona,"Healthcare setting, dead on arrival",0
10/26/2022,01/01/2022,10/22/2022,By Year,Arizona,Decedent's home,755
10/26/2022,01/01/2022,10/22/2022,By Year,Arizona,Hospice facility,287
10/26/2022,01/01/2022,10/22/2022,By Year,Arizona,Nursing home/long term care facility,500
10/26/2022,01/01/2022,10/22/2022,By Year,Arizona,Other,200
10/26/2022,01/01/2022,10/22/2022,By Year,Arizona,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Arkansas,Total - All Places of Death,2451
10/26/2022,01/01/2022,10/22/2022,By Year,Arkansas,"Healthcare setting, inpatient",1474
10/26/2022,01/01/2022,10/22/2022,By Year,Arkansas,"Healthcare setting, outpatient or emergency room",139
10/26/2022,01/01/2022,10/22/2022,By Year,Arkansas,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Arkansas,Decedent's home,307
10/26/2022,01/01/2022,10/22/2022,By Year,Arkansas,Hospice facility,176
10/26/2022,01/01/2022,10/22/2022,By Year,Arkansas,Nursing home/long term care facility,318
10/26/2022,01/01/2022,10/22/2022,By Year,Arkansas,Other,35
10/26/2022,01/01/2022,10/22/2022,By Year,Arkansas,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,California,Total - All Places of Death,19202
10/26/2022,01/01/2022,10/22/2022,By Year,California,"Healthcare setting, inpatient",12398
10/26/2022,01/01/2022,10/22/2022,By Year,California,"Healthcare setting, outpatient or emergency room",868
10/26/2022,01/01/2022,10/22/2022,By Year,California,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,California,Decedent's home,3232
10/26/2022,01/01/2022,10/22/2022,By Year,California,Hospice facility,74
10/26/2022,01/01/2022,10/22/2022,By Year,California,Nursing home/long term care facility,1224
10/26/2022,01/01/2022,10/22/2022,By Year,California,Other,1401
10/26/2022,01/01/2022,10/22/2022,By Year,California,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Colorado,Total - All Places of Death,2845
10/26/2022,01/01/2022,10/22/2022,By Year,Colorado,"Healthcare setting, inpatient",1403
10/26/2022,01/01/2022,10/22/2022,By Year,Colorado,"Healthcare setting, outpatient or emergency room",67
10/26/2022,01/01/2022,10/22/2022,By Year,Colorado,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Colorado,Decedent's home,663
10/26/2022,01/01/2022,10/22/2022,By Year,Colorado,Hospice facility,148
10/26/2022,01/01/2022,10/22/2022,By Year,Colorado,Nursing home/long term care facility,479
10/26/2022,01/01/2022,10/22/2022,By Year,Colorado,Other,83
10/26/2022,01/01/2022,10/22/2022,By Year,Colorado,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Connecticut,Total - All Places of Death,2134
10/26/2022,01/01/2022,10/22/2022,By Year,Connecticut,"Healthcare setting, inpatient",1387
10/26/2022,01/01/2022,10/22/2022,By Year,Connecticut,"Healthcare setting, outpatient or emergency room",109
10/26/2022,01/01/2022,10/22/2022,By Year,Connecticut,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Connecticut,Decedent's home,236
10/26/2022,01/01/2022,10/22/2022,By Year,Connecticut,Hospice facility,65
10/26/2022,01/01/2022,10/22/2022,By Year,Connecticut,Nursing home/long term care facility,295
10/26/2022,01/01/2022,10/22/2022,By Year,Connecticut,Other,38
10/26/2022,01/01/2022,10/22/2022,By Year,Connecticut,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Delaware,Total - All Places of Death,765
10/26/2022,01/01/2022,10/22/2022,By Year,Delaware,"Healthcare setting, inpatient",461
10/26/2022,01/01/2022,10/22/2022,By Year,Delaware,"Healthcare setting, outpatient or emergency room",28
10/26/2022,01/01/2022,10/22/2022,By Year,Delaware,"Healthcare setting, dead on arrival",0
10/26/2022,01/01/2022,10/22/2022,By Year,Delaware,Decedent's home,124
10/26/2022,01/01/2022,10/22/2022,By Year,Delaware,Hospice facility,70
10/26/2022,01/01/2022,10/22/2022,By Year,Delaware,Nursing home/long term care facility,75
10/26/2022,01/01/2022,10/22/2022,By Year,Delaware,Other,
10/26/2022,01/01/2022,10/22/2022,By Year,Delaware,Place of death unknown,
10/26/2022,01/01/2022,10/22/2022,By Year,District of Columbia,Total - All Places of Death,388
10/26/2022,01/01/2022,10/22/2022,By Year,District of Columbia,"Healthcare setting, inpatient",294
10/26/2022,01/01/2022,10/22/2022,By Year,District of Columbia,"Healthcare setting, outpatient or emergency room",15
10/26/2022,01/01/2022,10/22/2022,By Year,District of Columbia,"Healthcare setting, dead on arrival",0
10/26/2022,01/01/2022,10/22/2022,By Year,District of Columbia,Decedent's home,44
10/26/2022,01/01/2022,10/22/2022,By Year,District of Columbia,Hospice facility,
10/26/2022,01/01/2022,10/22/2022,By Year,District of Columbia,Nursing home/long term care facility,24
10/26/2022,01/01/2022,10/22/2022,By Year,District of Columbia,Other,
10/26/2022,01/01/2022,10/22/2022,By Year,District of Columbia,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Florida,Total - All Places of Death,15261
10/26/2022,01/01/2022,10/22/2022,By Year,Florida,"Healthcare setting, inpatient",8418
10/26/2022,01/01/2022,10/22/2022,By Year,Florida,"Healthcare setting, outpatient or emergency room",502
10/26/2022,01/01/2022,10/22/2022,By Year,Florida,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Florida,Decedent's home,1728
10/26/2022,01/01/2022,10/22/2022,By Year,Florida,Hospice facility,2764
10/26/2022,01/01/2022,10/22/2022,By Year,Florida,Nursing home/long term care facility,1088
10/26/2022,01/01/2022,10/22/2022,By Year,Florida,Other,756
10/26/2022,01/01/2022,10/22/2022,By Year,Florida,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Georgia,Total - All Places of Death,6471
10/26/2022,01/01/2022,10/22/2022,By Year,Georgia,"Healthcare setting, inpatient",3910
10/26/2022,01/01/2022,10/22/2022,By Year,Georgia,"Healthcare setting, outpatient or emergency room",410
10/26/2022,01/01/2022,10/22/2022,By Year,Georgia,"Healthcare setting, dead on arrival",10
10/26/2022,01/01/2022,10/22/2022,By Year,Georgia,Decedent's home,969
10/26/2022,01/01/2022,10/22/2022,By Year,Georgia,Hospice facility,479
10/26/2022,01/01/2022,10/22/2022,By Year,Georgia,Nursing home/long term care facility,533
10/26/2022,01/01/2022,10/22/2022,By Year,Georgia,Other,160
10/26/2022,01/01/2022,10/22/2022,By Year,Georgia,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Hawaii,Total - All Places of Death,550
10/26/2022,01/01/2022,10/22/2022,By Year,Hawaii,"Healthcare setting, inpatient",298
10/26/2022,01/01/2022,10/22/2022,By Year,Hawaii,"Healthcare setting, outpatient or emergency room",44
10/26/2022,01/01/2022,10/22/2022,By Year,Hawaii,"Healthcare setting, dead on arrival",12
10/26/2022,01/01/2022,10/22/2022,By Year,Hawaii,Decedent's home,115
10/26/2022,01/01/2022,10/22/2022,By Year,Hawaii,Hospice facility,17
10/26/2022,01/01/2022,10/22/2022,By Year,Hawaii,Nursing home/long term care facility,38
10/26/2022,01/01/2022,10/22/2022,By Year,Hawaii,Other,26
10/26/2022,01/01/2022,10/22/2022,By Year,Hawaii,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Idaho,Total - All Places of Death,956
10/26/2022,01/01/2022,10/22/2022,By Year,Idaho,"Healthcare setting, inpatient",495
10/26/2022,01/01/2022,10/22/2022,By Year,Idaho,"Healthcare setting, outpatient or emergency room",16
10/26/2022,01/01/2022,10/22/2022,By Year,Idaho,"Healthcare setting, dead on arrival",0
10/26/2022,01/01/2022,10/22/2022,By Year,Idaho,Decedent's home,219
10/26/2022,01/01/2022,10/22/2022,By Year,Idaho,Hospice facility,37
10/26/2022,01/01/2022,10/22/2022,By Year,Idaho,Nursing home/long term care facility,175
10/26/2022,01/01/2022,10/22/2022,By Year,Idaho,Other,14
10/26/2022,01/01/2022,10/22/2022,By Year,Idaho,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Illinois,Total - All Places of Death,7739
10/26/2022,01/01/2022,10/22/2022,By Year,Illinois,"Healthcare setting, inpatient",4819
10/26/2022,01/01/2022,10/22/2022,By Year,Illinois,"Healthcare setting, outpatient or emergency room",383
10/26/2022,01/01/2022,10/22/2022,By Year,Illinois,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Illinois,Decedent's home,1025
10/26/2022,01/01/2022,10/22/2022,By Year,Illinois,Hospice facility,232
10/26/2022,01/01/2022,10/22/2022,By Year,Illinois,Nursing home/long term care facility,1052
10/26/2022,01/01/2022,10/22/2022,By Year,Illinois,Other,225
10/26/2022,01/01/2022,10/22/2022,By Year,Illinois,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Indiana,Total - All Places of Death,5225
10/26/2022,01/01/2022,10/22/2022,By Year,Indiana,"Healthcare setting, inpatient",3149
10/26/2022,01/01/2022,10/22/2022,By Year,Indiana,"Healthcare setting, outpatient or emergency room",171
10/26/2022,01/01/2022,10/22/2022,By Year,Indiana,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Indiana,Decedent's home,744
10/26/2022,01/01/2022,10/22/2022,By Year,Indiana,Hospice facility,119
10/26/2022,01/01/2022,10/22/2022,By Year,Indiana,Nursing home/long term care facility,944
10/26/2022,01/01/2022,10/22/2022,By Year,Indiana,Other,95
10/26/2022,01/01/2022,10/22/2022,By Year,Indiana,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Iowa,Total - All Places of Death,1887
10/26/2022,01/01/2022,10/22/2022,By Year,Iowa,"Healthcare setting, inpatient",991
10/26/2022,01/01/2022,10/22/2022,By Year,Iowa,"Healthcare setting, outpatient or emergency room",82
10/26/2022,01/01/2022,10/22/2022,By Year,Iowa,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Iowa,Decedent's home,236
10/26/2022,01/01/2022,10/22/2022,By Year,Iowa,Hospice facility,80
10/26/2022,01/01/2022,10/22/2022,By Year,Iowa,Nursing home/long term care facility,450
10/26/2022,01/01/2022,10/22/2022,By Year,Iowa,Other,47
10/26/2022,01/01/2022,10/22/2022,By Year,Iowa,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Kansas,Total - All Places of Death,2104
10/26/2022,01/01/2022,10/22/2022,By Year,Kansas,"Healthcare setting, inpatient",1250
10/26/2022,01/01/2022,10/22/2022,By Year,Kansas,"Healthcare setting, outpatient or emergency room",73
10/26/2022,01/01/2022,10/22/2022,By Year,Kansas,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Kansas,Decedent's home,274
