Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
09/21/2022,01/01/2020,01/31/2020,By Month,2020,1,Colorado,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2020,02/29/2020,By Month,2020,2,Colorado,Total - All Places of Death,0,3507,213,0,39,252,
09/21/2022,02/01/2020,02/29/2020,By Month,2020,2,Colorado,"Healthcare setting, inpatient",0,782,112,0,19,131,
09/21/2022,02/01/2020,02/29/2020,By Month,2020,2,Colorado,"Healthcare setting, outpatient or emergency room",0,159,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2020,02/29/2020,By Month,2020,2,Colorado,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2020,02/29/2020,By Month,2020,2,Colorado,Decedent's home,0,1195,31,0,10,41,
09/21/2022,02/01/2020,02/29/2020,By Month,2020,2,Colorado,Hospice facility,0,320,19,0,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2020,02/29/2020,By Month,2020,2,Colorado,Nursing home/long term care facility,0,843,40,0,,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2020,02/29/2020,By Month,2020,2,Colorado,Other,0,199,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2020,02/29/2020,By Month,2020,2,Colorado,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2020,03/31/2020,By Month,2020,3,Colorado,Total - All Places of Death,107,3793,305,62,42,392,
09/21/2022,03/01/2020,03/31/2020,By Month,2020,3,Colorado,"Healthcare setting, inpatient",75,906,180,46,19,228,
09/21/2022,03/01/2020,03/31/2020,By Month,2020,3,Colorado,"Healthcare setting, outpatient or emergency room",,148,14,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2020,03/31/2020,By Month,2020,3,Colorado,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2020,03/31/2020,By Month,2020,3,Colorado,Decedent's home,14,1311,39,,10,57,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2020,03/31/2020,By Month,2020,3,Colorado,Hospice facility,,324,14,,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2020,03/31/2020,By Month,2020,3,Colorado,Nursing home/long term care facility,10,909,49,,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2020,03/31/2020,By Month,2020,3,Colorado,Other,,191,,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2020,03/31/2020,By Month,2020,3,Colorado,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2020,04/30/2020,By Month,2020,4,Colorado,Total - All Places of Death,880,4557,713,474,,1123,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2020,04/30/2020,By Month,2020,4,Colorado,"Healthcare setting, inpatient",428,1080,371,272,,528,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2020,04/30/2020,By Month,2020,4,Colorado,"Healthcare setting, outpatient or emergency room",15,148,19,11,0,23,
09/21/2022,04/01/2020,04/30/2020,By Month,2020,4,Colorado,"Healthcare setting, dead on arrival",,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2020,04/30/2020,By Month,2020,4,Colorado,Decedent's home,48,1542,61,19,0,90,
09/21/2022,04/01/2020,04/30/2020,By Month,2020,4,Colorado,Hospice facility,10,267,29,,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2020,04/30/2020,By Month,2020,4,Colorado,Nursing home/long term care facility,366,1268,225,160,,433,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2020,04/30/2020,By Month,2020,4,Colorado,Other,12,246,,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2020,04/30/2020,By Month,2020,4,Colorado,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,Colorado,Total - All Places of Death,465,3861,375,212,0,628,
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,Colorado,"Healthcare setting, inpatient",229,896,232,142,0,319,
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,Colorado,"Healthcare setting, outpatient or emergency room",10,155,10,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,Colorado,"Healthcare setting, dead on arrival",0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,Colorado,Decedent's home,24,1434,34,,0,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,Colorado,Hospice facility,,264,15,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,Colorado,Nursing home/long term care facility,187,866,75,51,0,211,
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,Colorado,Other,,243,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,Colorado,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,Colorado,Total - All Places of Death,184,3593,235,93,0,326,
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,Colorado,"Healthcare setting, inpatient",82,830,123,53,0,152,
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,Colorado,"Healthcare setting, outpatient or emergency room",,161,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,Colorado,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,Colorado,Decedent's home,13,1335,33,,0,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,Colorado,Hospice facility,,255,14,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,Colorado,Nursing home/long term care facility,76,743,55,32,0,99,
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,Colorado,Other,,262,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,Colorado,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,Colorado,Total - All Places of Death,152,3627,228,85,0,295,
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,Colorado,"Healthcare setting, inpatient",94,770,137,71,0,160,
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,Colorado,"Healthcare setting, outpatient or emergency room",,159,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,Colorado,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,Colorado,Decedent's home,12,1420,40,,0,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,Colorado,Hospice facility,,314,12,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,Colorado,Nursing home/long term care facility,37,694,28,,0,57,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,Colorado,Other,,268,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,Colorado,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,Colorado,Total - All Places of Death,121,3673,184,59,0,246,
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,Colorado,"Healthcare setting, inpatient",59,767,94,40,0,113,
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,Colorado,"Healthcare setting, outpatient or emergency room",0,156,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,Colorado,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,Colorado,Decedent's home,10,1437,31,,0,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,Colorado,Hospice facility,,259,11,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,Colorado,Nursing home/long term care facility,46,771,39,14,0,71,
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,Colorado,Other,,278,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,Colorado,Place of death unknown,0,0,0,0,0,0,
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,Colorado,Total - All Places of Death,116,3448,179,46,,250,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,Colorado,"Healthcare setting, inpatient",55,731,108,33,0,130,
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,Colorado,"Healthcare setting, outpatient or emergency room",,136,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,Colorado,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,Colorado,Decedent's home,16,1340,25,,,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,Colorado,Hospice facility,,292,11,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,Colorado,Nursing home/long term care facility,42,660,29,11,0,60,
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,Colorado,Other,,284,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,Colorado,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,Colorado,Total - All Places of Death,251,3802,282,116,0,417,
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,Colorado,"Healthcare setting, inpatient",131,901,190,94,0,227,
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,Colorado,"Healthcare setting, outpatient or emergency room",,147,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,Colorado,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,Colorado,Decedent's home,39,1403,31,,0,67,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,Colorado,Hospice facility,,288,13,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,Colorado,Nursing home/long term care facility,73,805,39,17,0,95,
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,Colorado,Other,,254,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,Colorado,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,Colorado,Total - All Places of Death,1119,4740,660,516,0,1263,
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,Colorado,"Healthcare setting, inpatient",558,1316,453,374,0,637,
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,Colorado,"Healthcare setting, outpatient or emergency room",25,175,15,,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,Colorado,"Healthcare setting, dead on arrival",,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,Colorado,Decedent's home,120,1587,55,32,0,143,
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,Colorado,Hospice facility,28,288,26,13,0,41,
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,Colorado,Nursing home/long term care facility,367,1115,103,83,0,387,
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,Colorado,Other,17,253,,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,Colorado,Place of death unknown,0,0,0,0,0,0,
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,Colorado,Total - All Places of Death,1678,5273,994,840,,1833,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,Colorado,"Healthcare setting, inpatient",795,1541,682,615,0,862,
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,Colorado,"Healthcare setting, outpatient or emergency room",33,165,18,15,0,36,
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,Colorado,"Healthcare setting, dead on arrival",,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,Colorado,Decedent's home,177,1744,92,53,,217,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,Colorado,Hospice facility,52,306,45,29,0,68,
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,Colorado,Nursing home/long term care facility,593,1278,140,120,0,613,
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,Colorado,Other,27,232,17,,0,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,Colorado,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,Colorado,Total - All Places of Death,754,4431,518,371,,903,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,Colorado,"Healthcare setting, inpatient",392,1197,353,276,,471,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,Colorado,"Healthcare setting, outpatient or emergency room",15,156,15,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,Colorado,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,Colorado,Decedent's home,90,1689,51,27,0,114,
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,Colorado,Hospice facility,14,290,18,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,Colorado,Nursing home/long term care facility,235,864,77,53,0,259,
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,Colorado,Other,,229,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,Colorado,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,Colorado,Total - All Places of Death,333,3505,318,175,0,476,
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,Colorado,"Healthcare setting, inpatient",192,915,218,138,0,272,
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,Colorado,"Healthcare setting, outpatient or emergency room",,137,10,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,Colorado,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,Colorado,Decedent's home,42,1322,35,10,0,67,
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,Colorado,Hospice facility,,254,16,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,Colorado,Nursing home/long term care facility,78,639,34,18,0,94,
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,Colorado,Other,,237,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,Colorado,Place of death unknown,0,0,0,0,0,0,
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,Colorado,Total - All Places of Death,214,3873,255,103,0,366,
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,Colorado,"Healthcare setting, inpatient",116,884,156,75,0,197,
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,Colorado,"Healthcare setting, outpatient or emergency room",,154,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,Colorado,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,Colorado,Decedent's home,46,1571,53,13,0,86,
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,Colorado,Hospice facility,14,320,18,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,Colorado,Nursing home/long term care facility,31,690,20,,0,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,Colorado,Other,,254,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,Colorado,Place of death unknown,0,0,0,0,0,0,
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,Colorado,Total - All Places of Death,206,3563,253,109,0,350,
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,Colorado,"Healthcare setting, inpatient",102,845,153,79,0,176,
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,Colorado,"Healthcare setting, outpatient or emergency room",10,137,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,Colorado,"Healthcare setting, dead on arrival",,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,Colorado,Decedent's home,59,1405,42,15,0,86,
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,Colorado,Hospice facility,,277,18,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,Colorado,Nursing home/long term care facility,19,634,24,,0,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,Colorado,Other,,260,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,Colorado,Place of death unknown,0,0,0,0,0,0,
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,Colorado,Total - All Places of Death,319,3734,305,187,,438,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,Colorado,"Healthcare setting, inpatient",217,982,224,156,,286,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,Colorado,"Healthcare setting, outpatient or emergency room",11,135,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,Colorado,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,Colorado,Decedent's home,64,1426,39,20,0,83,
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,Colorado,Hospice facility,,306,10,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,Colorado,Nursing home/long term care facility,15,643,20,,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,Colorado,Other,,239,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,Colorado,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,Colorado,Total - All Places of Death,212,3617,241,127,,327,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,Colorado,"Healthcare setting, inpatient",134,853,176,101,,210,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,Colorado,"Healthcare setting, outpatient or emergency room",,185,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,Colorado,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,Colorado,Decedent's home,32,1414,26,11,0,47,
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,Colorado,Hospice facility,11,243,15,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,Colorado,Nursing home/long term care facility,25,643,20,,0,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,Colorado,Other,,277,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,Colorado,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,Colorado,Total - All Places of Death,201,3738,282,130,0,353,
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,Colorado,"Healthcare setting, inpatient",131,947,185,100,0,216,
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,Colorado,"Healthcare setting, outpatient or emergency room",,141,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,Colorado,"Healthcare setting, dead on arrival",,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,Colorado,Decedent's home,39,1385,48,20,0,67,
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,Colorado,Hospice facility,,267,19,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,Colorado,Nursing home/long term care facility,18,684,24,,0,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,Colorado,Other,,307,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,Colorado,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,Colorado,Total - All Places of Death,331,3962,356,206,0,481,
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,Colorado,"Healthcare setting, inpatient",224,1055,261,173,0,312,
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,Colorado,"Healthcare setting, outpatient or emergency room",,151,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
