Data As Of,Start Date,End Date,Group,State,Place of Death,COVID-19 Deaths
10/19/2022,01/01/2020,10/15/2022,By Total,North Carolina,Other,709
10/19/2022,01/01/2020,10/15/2022,By Total,North Carolina,Place of death unknown,13
10/19/2022,01/01/2020,10/15/2022,By Total,North Dakota,Total - All Places of Death,2919
10/19/2022,01/01/2020,10/15/2022,By Total,North Dakota,"Healthcare setting, inpatient",1883
10/19/2022,01/01/2020,10/15/2022,By Total,North Dakota,"Healthcare setting, outpatient or emergency room",56
10/19/2022,01/01/2020,10/15/2022,By Total,North Dakota,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2020,10/15/2022,By Total,North Dakota,Decedent's home,149
10/19/2022,01/01/2020,10/15/2022,By Total,North Dakota,Hospice facility,
10/19/2022,01/01/2020,10/15/2022,By Total,North Dakota,Nursing home/long term care facility,808
10/19/2022,01/01/2020,10/15/2022,By Total,North Dakota,Other,12
10/19/2022,01/01/2020,10/15/2022,By Total,North Dakota,Place of death unknown,0
10/19/2022,01/01/2020,10/15/2022,By Total,Ohio,Total - All Places of Death,45879
10/19/2022,01/01/2020,10/15/2022,By Total,Ohio,"Healthcare setting, inpatient",26653
10/19/2022,01/01/2020,10/15/2022,By Total,Ohio,"Healthcare setting, outpatient or emergency room",1521
10/19/2022,01/01/2020,10/15/2022,By Total,Ohio,"Healthcare setting, dead on arrival",67
10/19/2022,01/01/2020,10/15/2022,By Total,Ohio,Decedent's home,3904
10/19/2022,01/01/2020,10/15/2022,By Total,Ohio,Hospice facility,2656
10/19/2022,01/01/2020,10/15/2022,By Total,Ohio,Nursing home/long term care facility,10595
10/19/2022,01/01/2020,10/15/2022,By Total,Ohio,Other,469
10/19/2022,01/01/2020,10/15/2022,By Total,Ohio,Place of death unknown,14
10/19/2022,01/01/2020,10/15/2022,By Total,Oklahoma,Total - All Places of Death,17048
10/19/2022,01/01/2020,10/15/2022,By Total,Oklahoma,"Healthcare setting, inpatient",11131
10/19/2022,01/01/2020,10/15/2022,By Total,Oklahoma,"Healthcare setting, outpatient or emergency room",954
10/19/2022,01/01/2020,10/15/2022,By Total,Oklahoma,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2020,10/15/2022,By Total,Oklahoma,Decedent's home,1877
10/19/2022,01/01/2020,10/15/2022,By Total,Oklahoma,Hospice facility,279
10/19/2022,01/01/2020,10/15/2022,By Total,Oklahoma,Nursing home/long term care facility,2531
10/19/2022,01/01/2020,10/15/2022,By Total,Oklahoma,Other,271
10/19/2022,01/01/2020,10/15/2022,By Total,Oklahoma,Place of death unknown,0
10/19/2022,01/01/2020,10/15/2022,By Total,Oregon,Total - All Places of Death,8116
10/19/2022,01/01/2020,10/15/2022,By Total,Oregon,"Healthcare setting, inpatient",4734
10/19/2022,01/01/2020,10/15/2022,By Total,Oregon,"Healthcare setting, outpatient or emergency room",233
10/19/2022,01/01/2020,10/15/2022,By Total,Oregon,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2020,10/15/2022,By Total,Oregon,Decedent's home,1350
10/19/2022,01/01/2020,10/15/2022,By Total,Oregon,Hospice facility,47
10/19/2022,01/01/2020,10/15/2022,By Total,Oregon,Nursing home/long term care facility,1487
10/19/2022,01/01/2020,10/15/2022,By Total,Oregon,Other,262
10/19/2022,01/01/2020,10/15/2022,By Total,Oregon,Place of death unknown,0
10/19/2022,01/01/2020,10/15/2022,By Total,Pennsylvania,Total - All Places of Death,48788
10/19/2022,01/01/2020,10/15/2022,By Total,Pennsylvania,"Healthcare setting, inpatient",29942
10/19/2022,01/01/2020,10/15/2022,By Total,Pennsylvania,"Healthcare setting, outpatient or emergency room",1167
10/19/2022,01/01/2020,10/15/2022,By Total,Pennsylvania,"Healthcare setting, dead on arrival",34
10/19/2022,01/01/2020,10/15/2022,By Total,Pennsylvania,Decedent's home,3964
10/19/2022,01/01/2020,10/15/2022,By Total,Pennsylvania,Hospice facility,881
10/19/2022,01/01/2020,10/15/2022,By Total,Pennsylvania,Nursing home/long term care facility,12436
10/19/2022,01/01/2020,10/15/2022,By Total,Pennsylvania,Other,360
10/19/2022,01/01/2020,10/15/2022,By Total,Pennsylvania,Place of death unknown,
10/19/2022,01/01/2020,10/15/2022,By Total,Rhode Island,Total - All Places of Death,3785
10/19/2022,01/01/2020,10/15/2022,By Total,Rhode Island,"Healthcare setting, inpatient",1767
10/19/2022,01/01/2020,10/15/2022,By Total,Rhode Island,"Healthcare setting, outpatient or emergency room",112
10/19/2022,01/01/2020,10/15/2022,By Total,Rhode Island,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2020,10/15/2022,By Total,Rhode Island,Decedent's home,207
10/19/2022,01/01/2020,10/15/2022,By Total,Rhode Island,Hospice facility,378
10/19/2022,01/01/2020,10/15/2022,By Total,Rhode Island,Nursing home/long term care facility,1251
10/19/2022,01/01/2020,10/15/2022,By Total,Rhode Island,Other,12
10/19/2022,01/01/2020,10/15/2022,By Total,Rhode Island,Place of death unknown,55
10/19/2022,01/01/2020,10/15/2022,By Total,South Carolina,Total - All Places of Death,19257
10/19/2022,01/01/2020,10/15/2022,By Total,South Carolina,"Healthcare setting, inpatient",13131
10/19/2022,01/01/2020,10/15/2022,By Total,South Carolina,"Healthcare setting, outpatient or emergency room",594
10/19/2022,01/01/2020,10/15/2022,By Total,South Carolina,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2020,10/15/2022,By Total,South Carolina,Decedent's home,2147
10/19/2022,01/01/2020,10/15/2022,By Total,South Carolina,Hospice facility,1212
10/19/2022,01/01/2020,10/15/2022,By Total,South Carolina,Nursing home/long term care facility,1915
10/19/2022,01/01/2020,10/15/2022,By Total,South Carolina,Other,255
10/19/2022,01/01/2020,10/15/2022,By Total,South Carolina,Place of death unknown,0
10/19/2022,01/01/2020,10/15/2022,By Total,South Dakota,Total - All Places of Death,3224
10/19/2022,01/01/2020,10/15/2022,By Total,South Dakota,"Healthcare setting, inpatient",1892
10/19/2022,01/01/2020,10/15/2022,By Total,South Dakota,"Healthcare setting, outpatient or emergency room",89
10/19/2022,01/01/2020,10/15/2022,By Total,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2020,10/15/2022,By Total,South Dakota,Decedent's home,194
10/19/2022,01/01/2020,10/15/2022,By Total,South Dakota,Hospice facility,119
10/19/2022,01/01/2020,10/15/2022,By Total,South Dakota,Nursing home/long term care facility,909
10/19/2022,01/01/2020,10/15/2022,By Total,South Dakota,Other,21
10/19/2022,01/01/2020,10/15/2022,By Total,South Dakota,Place of death unknown,0
10/19/2022,01/01/2020,10/15/2022,By Total,Tennessee,Total - All Places of Death,27924
10/19/2022,01/01/2020,10/15/2022,By Total,Tennessee,"Healthcare setting, inpatient",19696
10/19/2022,01/01/2020,10/15/2022,By Total,Tennessee,"Healthcare setting, outpatient or emergency room",1188
10/19/2022,01/01/2020,10/15/2022,By Total,Tennessee,"Healthcare setting, dead on arrival",185
10/19/2022,01/01/2020,10/15/2022,By Total,Tennessee,Decedent's home,2596
10/19/2022,01/01/2020,10/15/2022,By Total,Tennessee,Hospice facility,580
10/19/2022,01/01/2020,10/15/2022,By Total,Tennessee,Nursing home/long term care facility,3344
10/19/2022,01/01/2020,10/15/2022,By Total,Tennessee,Other,335
10/19/2022,01/01/2020,10/15/2022,By Total,Tennessee,Place of death unknown,0
10/19/2022,01/01/2020,10/15/2022,By Total,Texas,Total - All Places of Death,99082
10/19/2022,01/01/2020,10/15/2022,By Total,Texas,"Healthcare setting, inpatient",73148
10/19/2022,01/01/2020,10/15/2022,By Total,Texas,"Healthcare setting, outpatient or emergency room",3796
10/19/2022,01/01/2020,10/15/2022,By Total,Texas,"Healthcare setting, dead on arrival",57
10/19/2022,01/01/2020,10/15/2022,By Total,Texas,Decedent's home,9691
10/19/2022,01/01/2020,10/15/2022,By Total,Texas,Hospice facility,1562
10/19/2022,01/01/2020,10/15/2022,By Total,Texas,Nursing home/long term care facility,9012
10/19/2022,01/01/2020,10/15/2022,By Total,Texas,Other,1816
10/19/2022,01/01/2020,10/15/2022,By Total,Texas,Place of death unknown,0
10/19/2022,01/01/2020,10/15/2022,By Total,Utah,Total - All Places of Death,5438
10/19/2022,01/01/2020,10/15/2022,By Total,Utah,"Healthcare setting, inpatient",3268
10/19/2022,01/01/2020,10/15/2022,By Total,Utah,"Healthcare setting, outpatient or emergency room",173
10/19/2022,01/01/2020,10/15/2022,By Total,Utah,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2020,10/15/2022,By Total,Utah,Decedent's home,935
10/19/2022,01/01/2020,10/15/2022,By Total,Utah,Hospice facility,0
10/19/2022,01/01/2020,10/15/2022,By Total,Utah,Nursing home/long term care facility,947
10/19/2022,01/01/2020,10/15/2022,By Total,Utah,Other,112
10/19/2022,01/01/2020,10/15/2022,By Total,Utah,Place of death unknown,0
10/19/2022,01/01/2020,10/15/2022,By Total,Vermont,Total - All Places of Death,750
10/19/2022,01/01/2020,10/15/2022,By Total,Vermont,"Healthcare setting, inpatient",307
10/19/2022,01/01/2020,10/15/2022,By Total,Vermont,"Healthcare setting, outpatient or emergency room",18
10/19/2022,01/01/2020,10/15/2022,By Total,Vermont,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2020,10/15/2022,By Total,Vermont,Decedent's home,114
10/19/2022,01/01/2020,10/15/2022,By Total,Vermont,Hospice facility,
10/19/2022,01/01/2020,10/15/2022,By Total,Vermont,Nursing home/long term care facility,289
10/19/2022,01/01/2020,10/15/2022,By Total,Vermont,Other,16
10/19/2022,01/01/2020,10/15/2022,By Total,Vermont,Place of death unknown,0
10/19/2022,01/01/2020,10/15/2022,By Total,Virginia,Total - All Places of Death,21120
10/19/2022,01/01/2020,10/15/2022,By Total,Virginia,"Healthcare setting, inpatient",14051
10/19/2022,01/01/2020,10/15/2022,By Total,Virginia,"Healthcare setting, outpatient or emergency room",596
10/19/2022,01/01/2020,10/15/2022,By Total,Virginia,"Healthcare setting, dead on arrival",31
10/19/2022,01/01/2020,10/15/2022,By Total,Virginia,Decedent's home,2077
10/19/2022,01/01/2020,10/15/2022,By Total,Virginia,Hospice facility,176
10/19/2022,01/01/2020,10/15/2022,By Total,Virginia,Nursing home/long term care facility,3815
10/19/2022,01/01/2020,10/15/2022,By Total,Virginia,Other,358
10/19/2022,01/01/2020,10/15/2022,By Total,Virginia,Place of death unknown,16
10/19/2022,01/01/2020,10/15/2022,By Total,Washington,Total - All Places of Death,13376
10/19/2022,01/01/2020,10/15/2022,By Total,Washington,"Healthcare setting, inpatient",8307
10/19/2022,01/01/2020,10/15/2022,By Total,Washington,"Healthcare setting, outpatient or emergency room",317
10/19/2022,01/01/2020,10/15/2022,By Total,Washington,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2020,10/15/2022,By Total,Washington,Decedent's home,1843
10/19/2022,01/01/2020,10/15/2022,By Total,Washington,Hospice facility,328
10/19/2022,01/01/2020,10/15/2022,By Total,Washington,Nursing home/long term care facility,2311
10/19/2022,01/01/2020,10/15/2022,By Total,Washington,Other,262
10/19/2022,01/01/2020,10/15/2022,By Total,Washington,Place of death unknown,
10/19/2022,01/01/2020,10/15/2022,By Total,West Virginia,Total - All Places of Death,7547
10/19/2022,01/01/2020,10/15/2022,By Total,West Virginia,"Healthcare setting, inpatient",5081
10/19/2022,01/01/2020,10/15/2022,By Total,West Virginia,"Healthcare setting, outpatient or emergency room",233
10/19/2022,01/01/2020,10/15/2022,By Total,West Virginia,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2020,10/15/2022,By Total,West Virginia,Decedent's home,632
10/19/2022,01/01/2020,10/15/2022,By Total,West Virginia,Hospice facility,454
10/19/2022,01/01/2020,10/15/2022,By Total,West Virginia,Nursing home/long term care facility,1068
10/19/2022,01/01/2020,10/15/2022,By Total,West Virginia,Other,75
10/19/2022,01/01/2020,10/15/2022,By Total,West Virginia,Place of death unknown,0
10/19/2022,01/01/2020,10/15/2022,By Total,Wisconsin,Total - All Places of Death,15576
10/19/2022,01/01/2020,10/15/2022,By Total,Wisconsin,"Healthcare setting, inpatient",9267
10/19/2022,01/01/2020,10/15/2022,By Total,Wisconsin,"Healthcare setting, outpatient or emergency room",338
10/19/2022,01/01/2020,10/15/2022,By Total,Wisconsin,"Healthcare setting, dead on arrival",13
10/19/2022,01/01/2020,10/15/2022,By Total,Wisconsin,Decedent's home,1736
10/19/2022,01/01/2020,10/15/2022,By Total,Wisconsin,Hospice facility,574
10/19/2022,01/01/2020,10/15/2022,By Total,Wisconsin,Nursing home/long term care facility,2126
10/19/2022,01/01/2020,10/15/2022,By Total,Wisconsin,Other,1522
10/19/2022,01/01/2020,10/15/2022,By Total,Wisconsin,Place of death unknown,0
10/19/2022,01/01/2020,10/15/2022,By Total,Wyoming,Total - All Places of Death,1710
10/19/2022,01/01/2020,10/15/2022,By Total,Wyoming,"Healthcare setting, inpatient",949
10/19/2022,01/01/2020,10/15/2022,By Total,Wyoming,"Healthcare setting, outpatient or emergency room",78
10/19/2022,01/01/2020,10/15/2022,By Total,Wyoming,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2020,10/15/2022,By Total,Wyoming,Decedent's home,261
10/19/2022,01/01/2020,10/15/2022,By Total,Wyoming,Hospice facility,65
10/19/2022,01/01/2020,10/15/2022,By Total,Wyoming,Nursing home/long term care facility,331
10/19/2022,01/01/2020,10/15/2022,By Total,Wyoming,Other,25
10/19/2022,01/01/2020,10/15/2022,By Total,Wyoming,Place of death unknown,0
10/19/2022,01/01/2020,10/15/2022,By Total,Puerto Rico,Total - All Places of Death,5248
10/19/2022,01/01/2020,10/15/2022,By Total,Puerto Rico,"Healthcare setting, inpatient",4492
10/19/2022,01/01/2020,10/15/2022,By Total,Puerto Rico,"Healthcare setting, outpatient or emergency room",221
10/19/2022,01/01/2020,10/15/2022,By Total,Puerto Rico,"Healthcare setting, dead on arrival",16
10/19/2022,01/01/2020,10/15/2022,By Total,Puerto Rico,Decedent's home,335
10/19/2022,01/01/2020,10/15/2022,By Total,Puerto Rico,Hospice facility,0
10/19/2022,01/01/2020,10/15/2022,By Total,Puerto Rico,Nursing home/long term care facility,134
10/19/2022,01/01/2020,10/15/2022,By Total,Puerto Rico,Other,48
10/19/2022,01/01/2020,10/15/2022,By Total,Puerto Rico,Place of death unknown,
10/19/2022,01/01/2022,10/15/2022,By Year,United States,Total - All Places of Death,211638
10/19/2022,01/01/2022,10/15/2022,By Year,United States,"Healthcare setting, inpatient",127964
10/19/2022,01/01/2022,10/15/2022,By Year,United States,"Healthcare setting, outpatient or emergency room",8551
10/19/2022,01/01/2022,10/15/2022,By Year,United States,"Healthcare setting, dead on arrival",203
10/19/2022,01/01/2022,10/15/2022,By Year,United States,Decedent's home,31058
10/19/2022,01/01/2022,10/15/2022,By Year,United States,Hospice facility,10805
10/19/2022,01/01/2022,10/15/2022,By Year,United States,Nursing home/long term care facility,26948
10/19/2022,01/01/2022,10/15/2022,By Year,United States,Other,6100
10/19/2022,01/01/2022,10/15/2022,By Year,United States,Place of death unknown,9
10/19/2022,01/01/2022,10/15/2022,By Year,Alabama,Total - All Places of Death,3817
10/19/2022,01/01/2022,10/15/2022,By Year,Alabama,"Healthcare setting, inpatient",2578
10/19/2022,01/01/2022,10/15/2022,By Year,Alabama,"Healthcare setting, outpatient or emergency room",147
10/19/2022,01/01/2022,10/15/2022,By Year,Alabama,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Alabama,Decedent's home,616
10/19/2022,01/01/2022,10/15/2022,By Year,Alabama,Hospice facility,99
10/19/2022,01/01/2022,10/15/2022,By Year,Alabama,Nursing home/long term care facility,324
10/19/2022,01/01/2022,10/15/2022,By Year,Alabama,Other,51
10/19/2022,01/01/2022,10/15/2022,By Year,Alabama,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Alaska,Total - All Places of Death,293
10/19/2022,01/01/2022,10/15/2022,By Year,Alaska,"Healthcare setting, inpatient",162
10/19/2022,01/01/2022,10/15/2022,By Year,Alaska,"Healthcare setting, outpatient or emergency room",18
10/19/2022,01/01/2022,10/15/2022,By Year,Alaska,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,Alaska,Decedent's home,62
10/19/2022,01/01/2022,10/15/2022,By Year,Alaska,Hospice facility,0
10/19/2022,01/01/2022,10/15/2022,By Year,Alaska,Nursing home/long term care facility,35
10/19/2022,01/01/2022,10/15/2022,By Year,Alaska,Other,16
10/19/2022,01/01/2022,10/15/2022,By Year,Alaska,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Arizona,Total - All Places of Death,4977
10/19/2022,01/01/2022,10/15/2022,By Year,Arizona,"Healthcare setting, inpatient",3093
10/19/2022,01/01/2022,10/15/2022,By Year,Arizona,"Healthcare setting, outpatient or emergency room",161
10/19/2022,01/01/2022,10/15/2022,By Year,Arizona,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,Arizona,Decedent's home,744
10/19/2022,01/01/2022,10/15/2022,By Year,Arizona,Hospice facility,286
10/19/2022,01/01/2022,10/15/2022,By Year,Arizona,Nursing home/long term care facility,495
10/19/2022,01/01/2022,10/15/2022,By Year,Arizona,Other,198
10/19/2022,01/01/2022,10/15/2022,By Year,Arizona,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Arkansas,Total - All Places of Death,2437
10/19/2022,01/01/2022,10/15/2022,By Year,Arkansas,"Healthcare setting, inpatient",1469
10/19/2022,01/01/2022,10/15/2022,By Year,Arkansas,"Healthcare setting, outpatient or emergency room",139
10/19/2022,01/01/2022,10/15/2022,By Year,Arkansas,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Arkansas,Decedent's home,306
10/19/2022,01/01/2022,10/15/2022,By Year,Arkansas,Hospice facility,174
10/19/2022,01/01/2022,10/15/2022,By Year,Arkansas,Nursing home/long term care facility,312
10/19/2022,01/01/2022,10/15/2022,By Year,Arkansas,Other,35
10/19/2022,01/01/2022,10/15/2022,By Year,Arkansas,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,California,Total - All Places of Death,19050
10/19/2022,01/01/2022,10/15/2022,By Year,California,"Healthcare setting, inpatient",12313
10/19/2022,01/01/2022,10/15/2022,By Year,California,"Healthcare setting, outpatient or emergency room",862
10/19/2022,01/01/2022,10/15/2022,By Year,California,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,California,Decedent's home,3200
10/19/2022,01/01/2022,10/15/2022,By Year,California,Hospice facility,74
10/19/2022,01/01/2022,10/15/2022,By Year,California,Nursing home/long term care facility,1209
10/19/2022,01/01/2022,10/15/2022,By Year,California,Other,1387
10/19/2022,01/01/2022,10/15/2022,By Year,California,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Colorado,Total - All Places of Death,2813
10/19/2022,01/01/2022,10/15/2022,By Year,Colorado,"Healthcare setting, inpatient",1391
10/19/2022,01/01/2022,10/15/2022,By Year,Colorado,"Healthcare setting, outpatient or emergency room",66
10/19/2022,01/01/2022,10/15/2022,By Year,Colorado,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Colorado,Decedent's home,655
10/19/2022,01/01/2022,10/15/2022,By Year,Colorado,Hospice facility,147
10/19/2022,01/01/2022,10/15/2022,By Year,Colorado,Nursing home/long term care facility,469
10/19/2022,01/01/2022,10/15/2022,By Year,Colorado,Other,83
10/19/2022,01/01/2022,10/15/2022,By Year,Colorado,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Connecticut,Total - All Places of Death,2096
10/19/2022,01/01/2022,10/15/2022,By Year,Connecticut,"Healthcare setting, inpatient",1364
10/19/2022,01/01/2022,10/15/2022,By Year,Connecticut,"Healthcare setting, outpatient or emergency room",105
10/19/2022,01/01/2022,10/15/2022,By Year,Connecticut,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Connecticut,Decedent's home,233
10/19/2022,01/01/2022,10/15/2022,By Year,Connecticut,Hospice facility,63
10/19/2022,01/01/2022,10/15/2022,By Year,Connecticut,Nursing home/long term care facility,290
10/19/2022,01/01/2022,10/15/2022,By Year,Connecticut,Other,37
10/19/2022,01/01/2022,10/15/2022,By Year,Connecticut,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Delaware,Total - All Places of Death,759
10/19/2022,01/01/2022,10/15/2022,By Year,Delaware,"Healthcare setting, inpatient",459
10/19/2022,01/01/2022,10/15/2022,By Year,Delaware,"Healthcare setting, outpatient or emergency room",28
10/19/2022,01/01/2022,10/15/2022,By Year,Delaware,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,Delaware,Decedent's home,123
10/19/2022,01/01/2022,10/15/2022,By Year,Delaware,Hospice facility,70
10/19/2022,01/01/2022,10/15/2022,By Year,Delaware,Nursing home/long term care facility,72
10/19/2022,01/01/2022,10/15/2022,By Year,Delaware,Other,
10/19/2022,01/01/2022,10/15/2022,By Year,Delaware,Place of death unknown,
10/19/2022,01/01/2022,10/15/2022,By Year,District of Columbia,Total - All Places of Death,387
10/19/2022,01/01/2022,10/15/2022,By Year,District of Columbia,"Healthcare setting, inpatient",293
10/19/2022,01/01/2022,10/15/2022,By Year,District of Columbia,"Healthcare setting, outpatient or emergency room",15
10/19/2022,01/01/2022,10/15/2022,By Year,District of Columbia,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,District of Columbia,Decedent's home,44
10/19/2022,01/01/2022,10/15/2022,By Year,District of Columbia,Hospice facility,
10/19/2022,01/01/2022,10/15/2022,By Year,District of Columbia,Nursing home/long term care facility,24
10/19/2022,01/01/2022,10/15/2022,By Year,District of Columbia,Other,
10/19/2022,01/01/2022,10/15/2022,By Year,District of Columbia,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Florida,Total - All Places of Death,15108
10/19/2022,01/01/2022,10/15/2022,By Year,Florida,"Healthcare setting, inpatient",8352
10/19/2022,01/01/2022,10/15/2022,By Year,Florida,"Healthcare setting, outpatient or emergency room",497
10/19/2022,01/01/2022,10/15/2022,By Year,Florida,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Florida,Decedent's home,1706
10/19/2022,01/01/2022,10/15/2022,By Year,Florida,Hospice facility,2726
10/19/2022,01/01/2022,10/15/2022,By Year,Florida,Nursing home/long term care facility,1075
10/19/2022,01/01/2022,10/15/2022,By Year,Florida,Other,747
10/19/2022,01/01/2022,10/15/2022,By Year,Florida,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Georgia,Total - All Places of Death,6420
10/19/2022,01/01/2022,10/15/2022,By Year,Georgia,"Healthcare setting, inpatient",3885
10/19/2022,01/01/2022,10/15/2022,By Year,Georgia,"Healthcare setting, outpatient or emergency room",406
10/19/2022,01/01/2022,10/15/2022,By Year,Georgia,"Healthcare setting, dead on arrival",10
10/19/2022,01/01/2022,10/15/2022,By Year,Georgia,Decedent's home,955
10/19/2022,01/01/2022,10/15/2022,By Year,Georgia,Hospice facility,476
10/19/2022,01/01/2022,10/15/2022,By Year,Georgia,Nursing home/long term care facility,529
10/19/2022,01/01/2022,10/15/2022,By Year,Georgia,Other,159
10/19/2022,01/01/2022,10/15/2022,By Year,Georgia,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Hawaii,Total - All Places of Death,550
10/19/2022,01/01/2022,10/15/2022,By Year,Hawaii,"Healthcare setting, inpatient",298
10/19/2022,01/01/2022,10/15/2022,By Year,Hawaii,"Healthcare setting, outpatient or emergency room",44
10/19/2022,01/01/2022,10/15/2022,By Year,Hawaii,"Healthcare setting, dead on arrival",12
10/19/2022,01/01/2022,10/15/2022,By Year,Hawaii,Decedent's home,115
10/19/2022,01/01/2022,10/15/2022,By Year,Hawaii,Hospice facility,17
10/19/2022,01/01/2022,10/15/2022,By Year,Hawaii,Nursing home/long term care facility,38
10/19/2022,01/01/2022,10/15/2022,By Year,Hawaii,Other,26
10/19/2022,01/01/2022,10/15/2022,By Year,Hawaii,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Idaho,Total - All Places of Death,941
10/19/2022,01/01/2022,10/15/2022,By Year,Idaho,"Healthcare setting, inpatient",488
10/19/2022,01/01/2022,10/15/2022,By Year,Idaho,"Healthcare setting, outpatient or emergency room",16
10/19/2022,01/01/2022,10/15/2022,By Year,Idaho,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,Idaho,Decedent's home,217
10/19/2022,01/01/2022,10/15/2022,By Year,Idaho,Hospice facility,36
10/19/2022,01/01/2022,10/15/2022,By Year,Idaho,Nursing home/long term care facility,171
10/19/2022,01/01/2022,10/15/2022,By Year,Idaho,Other,13
10/19/2022,01/01/2022,10/15/2022,By Year,Idaho,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Illinois,Total - All Places of Death,7657
10/19/2022,01/01/2022,10/15/2022,By Year,Illinois,"Healthcare setting, inpatient",4786
10/19/2022,01/01/2022,10/15/2022,By Year,Illinois,"Healthcare setting, outpatient or emergency room",378
10/19/2022,01/01/2022,10/15/2022,By Year,Illinois,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Illinois,Decedent's home,1009
10/19/2022,01/01/2022,10/15/2022,By Year,Illinois,Hospice facility,230
10/19/2022,01/01/2022,10/15/2022,By Year,Illinois,Nursing home/long term care facility,1028
10/19/2022,01/01/2022,10/15/2022,By Year,Illinois,Other,223
10/19/2022,01/01/2022,10/15/2022,By Year,Illinois,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Indiana,Total - All Places of Death,5183
10/19/2022,01/01/2022,10/15/2022,By Year,Indiana,"Healthcare setting, inpatient",3125
10/19/2022,01/01/2022,10/15/2022,By Year,Indiana,"Healthcare setting, outpatient or emergency room",171
10/19/2022,01/01/2022,10/15/2022,By Year,Indiana,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Indiana,Decedent's home,739
10/19/2022,01/01/2022,10/15/2022,By Year,Indiana,Hospice facility,118
10/19/2022,01/01/2022,10/15/2022,By Year,Indiana,Nursing home/long term care facility,933
10/19/2022,01/01/2022,10/15/2022,By Year,Indiana,Other,94
10/19/2022,01/01/2022,10/15/2022,By Year,Indiana,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Iowa,Total - All Places of Death,1866
10/19/2022,01/01/2022,10/15/2022,By Year,Iowa,"Healthcare setting, inpatient",983
10/19/2022,01/01/2022,10/15/2022,By Year,Iowa,"Healthcare setting, outpatient or emergency room",82
10/19/2022,01/01/2022,10/15/2022,By Year,Iowa,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Iowa,Decedent's home,231
10/19/2022,01/01/2022,10/15/2022,By Year,Iowa,Hospice facility,79
10/19/2022,01/01/2022,10/15/2022,By Year,Iowa,Nursing home/long term care facility,446
10/19/2022,01/01/2022,10/15/2022,By Year,Iowa,Other,44
10/19/2022,01/01/2022,10/15/2022,By Year,Iowa,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Kansas,Total - All Places of Death,2075
10/19/2022,01/01/2022,10/15/2022,By Year,Kansas,"Healthcare setting, inpatient",1239
10/19/2022,01/01/2022,10/15/2022,By Year,Kansas,"Healthcare setting, outpatient or emergency room",72
10/19/2022,01/01/2022,10/15/2022,By Year,Kansas,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Kansas,Decedent's home,273
