Data As Of,Start Date,End Date,Group,State,Place of Death,COVID-19 Deaths
10/19/2022,01/01/2020,12/31/2020,By Year,Pennsylvania,Other,60
10/19/2022,01/01/2020,12/31/2020,By Year,Pennsylvania,Place of death unknown,
10/19/2022,01/01/2021,12/31/2021,By Year,Pennsylvania,Total - All Places of Death,20547
10/19/2022,01/01/2021,12/31/2021,By Year,Pennsylvania,"Healthcare setting, inpatient",14283
10/19/2022,01/01/2021,12/31/2021,By Year,Pennsylvania,"Healthcare setting, outpatient or emergency room",526
10/19/2022,01/01/2021,12/31/2021,By Year,Pennsylvania,"Healthcare setting, dead on arrival",15
10/19/2022,01/01/2021,12/31/2021,By Year,Pennsylvania,Decedent's home,1835
10/19/2022,01/01/2021,12/31/2021,By Year,Pennsylvania,Hospice facility,320
10/19/2022,01/01/2021,12/31/2021,By Year,Pennsylvania,Nursing home/long term care facility,3388
10/19/2022,01/01/2021,12/31/2021,By Year,Pennsylvania,Other,180
10/19/2022,01/01/2021,12/31/2021,By Year,Pennsylvania,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Pennsylvania,Total - All Places of Death,9834
10/19/2022,01/01/2022,10/15/2022,By Year,Pennsylvania,"Healthcare setting, inpatient",6116
10/19/2022,01/01/2022,10/15/2022,By Year,Pennsylvania,"Healthcare setting, outpatient or emergency room",290
10/19/2022,01/01/2022,10/15/2022,By Year,Pennsylvania,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Pennsylvania,Decedent's home,1269
10/19/2022,01/01/2022,10/15/2022,By Year,Pennsylvania,Hospice facility,263
10/19/2022,01/01/2022,10/15/2022,By Year,Pennsylvania,Nursing home/long term care facility,1769
10/19/2022,01/01/2022,10/15/2022,By Year,Pennsylvania,Other,120
10/19/2022,01/01/2022,10/15/2022,By Year,Pennsylvania,Place of death unknown,
10/19/2022,01/01/2020,12/31/2020,By Year,Rhode Island,Total - All Places of Death,1918
10/19/2022,01/01/2020,12/31/2020,By Year,Rhode Island,"Healthcare setting, inpatient",724
10/19/2022,01/01/2020,12/31/2020,By Year,Rhode Island,"Healthcare setting, outpatient or emergency room",54
10/19/2022,01/01/2020,12/31/2020,By Year,Rhode Island,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2020,12/31/2020,By Year,Rhode Island,Decedent's home,74
10/19/2022,01/01/2020,12/31/2020,By Year,Rhode Island,Hospice facility,164
10/19/2022,01/01/2020,12/31/2020,By Year,Rhode Island,Nursing home/long term care facility,848
10/19/2022,01/01/2020,12/31/2020,By Year,Rhode Island,Other,
10/19/2022,01/01/2020,12/31/2020,By Year,Rhode Island,Place of death unknown,47
10/19/2022,01/01/2021,12/31/2021,By Year,Rhode Island,Total - All Places of Death,1217
10/19/2022,01/01/2021,12/31/2021,By Year,Rhode Island,"Healthcare setting, inpatient",726
10/19/2022,01/01/2021,12/31/2021,By Year,Rhode Island,"Healthcare setting, outpatient or emergency room",31
10/19/2022,01/01/2021,12/31/2021,By Year,Rhode Island,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2021,12/31/2021,By Year,Rhode Island,Decedent's home,66
10/19/2022,01/01/2021,12/31/2021,By Year,Rhode Island,Hospice facility,116
10/19/2022,01/01/2021,12/31/2021,By Year,Rhode Island,Nursing home/long term care facility,267
10/19/2022,01/01/2021,12/31/2021,By Year,Rhode Island,Other,
10/19/2022,01/01/2021,12/31/2021,By Year,Rhode Island,Place of death unknown,
10/19/2022,01/01/2022,10/15/2022,By Year,Rhode Island,Total - All Places of Death,650
10/19/2022,01/01/2022,10/15/2022,By Year,Rhode Island,"Healthcare setting, inpatient",317
10/19/2022,01/01/2022,10/15/2022,By Year,Rhode Island,"Healthcare setting, outpatient or emergency room",27
10/19/2022,01/01/2022,10/15/2022,By Year,Rhode Island,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,Rhode Island,Decedent's home,67
10/19/2022,01/01/2022,10/15/2022,By Year,Rhode Island,Hospice facility,98
10/19/2022,01/01/2022,10/15/2022,By Year,Rhode Island,Nursing home/long term care facility,136
10/19/2022,01/01/2022,10/15/2022,By Year,Rhode Island,Other,
10/19/2022,01/01/2022,10/15/2022,By Year,Rhode Island,Place of death unknown,0
10/19/2022,01/01/2020,12/31/2020,By Year,South Carolina,Total - All Places of Death,5705
10/19/2022,01/01/2020,12/31/2020,By Year,South Carolina,"Healthcare setting, inpatient",3802
10/19/2022,01/01/2020,12/31/2020,By Year,South Carolina,"Healthcare setting, outpatient or emergency room",198
10/19/2022,01/01/2020,12/31/2020,By Year,South Carolina,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2020,12/31/2020,By Year,South Carolina,Decedent's home,364
10/19/2022,01/01/2020,12/31/2020,By Year,South Carolina,Hospice facility,357
10/19/2022,01/01/2020,12/31/2020,By Year,South Carolina,Nursing home/long term care facility,936
10/19/2022,01/01/2020,12/31/2020,By Year,South Carolina,Other,48
10/19/2022,01/01/2020,12/31/2020,By Year,South Carolina,Place of death unknown,0
10/19/2022,01/01/2021,12/31/2021,By Year,South Carolina,Total - All Places of Death,9497
10/19/2022,01/01/2021,12/31/2021,By Year,South Carolina,"Healthcare setting, inpatient",6955
10/19/2022,01/01/2021,12/31/2021,By Year,South Carolina,"Healthcare setting, outpatient or emergency room",264
10/19/2022,01/01/2021,12/31/2021,By Year,South Carolina,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2021,12/31/2021,By Year,South Carolina,Decedent's home,1064
10/19/2022,01/01/2021,12/31/2021,By Year,South Carolina,Hospice facility,508
10/19/2022,01/01/2021,12/31/2021,By Year,South Carolina,Nursing home/long term care facility,575
10/19/2022,01/01/2021,12/31/2021,By Year,South Carolina,Other,129
10/19/2022,01/01/2021,12/31/2021,By Year,South Carolina,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,South Carolina,Total - All Places of Death,4055
10/19/2022,01/01/2022,10/15/2022,By Year,South Carolina,"Healthcare setting, inpatient",2374
10/19/2022,01/01/2022,10/15/2022,By Year,South Carolina,"Healthcare setting, outpatient or emergency room",132
10/19/2022,01/01/2022,10/15/2022,By Year,South Carolina,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,South Carolina,Decedent's home,719
10/19/2022,01/01/2022,10/15/2022,By Year,South Carolina,Hospice facility,347
10/19/2022,01/01/2022,10/15/2022,By Year,South Carolina,Nursing home/long term care facility,404
10/19/2022,01/01/2022,10/15/2022,By Year,South Carolina,Other,78
10/19/2022,01/01/2022,10/15/2022,By Year,South Carolina,Place of death unknown,0
10/19/2022,01/01/2020,12/31/2020,By Year,South Dakota,Total - All Places of Death,1715
10/19/2022,01/01/2020,12/31/2020,By Year,South Dakota,"Healthcare setting, inpatient",862
10/19/2022,01/01/2020,12/31/2020,By Year,South Dakota,"Healthcare setting, outpatient or emergency room",35
10/19/2022,01/01/2020,12/31/2020,By Year,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2020,12/31/2020,By Year,South Dakota,Decedent's home,69
10/19/2022,01/01/2020,12/31/2020,By Year,South Dakota,Hospice facility,54
10/19/2022,01/01/2020,12/31/2020,By Year,South Dakota,Nursing home/long term care facility,685
10/19/2022,01/01/2020,12/31/2020,By Year,South Dakota,Other,10
10/19/2022,01/01/2020,12/31/2020,By Year,South Dakota,Place of death unknown,0
10/19/2022,01/01/2021,12/31/2021,By Year,South Dakota,Total - All Places of Death,987
10/19/2022,01/01/2021,12/31/2021,By Year,South Dakota,"Healthcare setting, inpatient",703
10/19/2022,01/01/2021,12/31/2021,By Year,South Dakota,"Healthcare setting, outpatient or emergency room",36
10/19/2022,01/01/2021,12/31/2021,By Year,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2021,12/31/2021,By Year,South Dakota,Decedent's home,79
10/19/2022,01/01/2021,12/31/2021,By Year,South Dakota,Hospice facility,28
10/19/2022,01/01/2021,12/31/2021,By Year,South Dakota,Nursing home/long term care facility,134
10/19/2022,01/01/2021,12/31/2021,By Year,South Dakota,Other,
10/19/2022,01/01/2021,12/31/2021,By Year,South Dakota,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,South Dakota,Total - All Places of Death,522
10/19/2022,01/01/2022,10/15/2022,By Year,South Dakota,"Healthcare setting, inpatient",327
10/19/2022,01/01/2022,10/15/2022,By Year,South Dakota,"Healthcare setting, outpatient or emergency room",18
10/19/2022,01/01/2022,10/15/2022,By Year,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,South Dakota,Decedent's home,46
10/19/2022,01/01/2022,10/15/2022,By Year,South Dakota,Hospice facility,37
10/19/2022,01/01/2022,10/15/2022,By Year,South Dakota,Nursing home/long term care facility,90
10/19/2022,01/01/2022,10/15/2022,By Year,South Dakota,Other,
10/19/2022,01/01/2022,10/15/2022,By Year,South Dakota,Place of death unknown,0
10/19/2022,01/01/2020,12/31/2020,By Year,Tennessee,Total - All Places of Death,7927
10/19/2022,01/01/2020,12/31/2020,By Year,Tennessee,"Healthcare setting, inpatient",5519
10/19/2022,01/01/2020,12/31/2020,By Year,Tennessee,"Healthcare setting, outpatient or emergency room",317
10/19/2022,01/01/2020,12/31/2020,By Year,Tennessee,"Healthcare setting, dead on arrival",45
10/19/2022,01/01/2020,12/31/2020,By Year,Tennessee,Decedent's home,431
10/19/2022,01/01/2020,12/31/2020,By Year,Tennessee,Hospice facility,138
10/19/2022,01/01/2020,12/31/2020,By Year,Tennessee,Nursing home/long term care facility,1395
10/19/2022,01/01/2020,12/31/2020,By Year,Tennessee,Other,82
10/19/2022,01/01/2020,12/31/2020,By Year,Tennessee,Place of death unknown,0
10/19/2022,01/01/2021,12/31/2021,By Year,Tennessee,Total - All Places of Death,13653
10/19/2022,01/01/2021,12/31/2021,By Year,Tennessee,"Healthcare setting, inpatient",10271
10/19/2022,01/01/2021,12/31/2021,By Year,Tennessee,"Healthcare setting, outpatient or emergency room",590
10/19/2022,01/01/2021,12/31/2021,By Year,Tennessee,"Healthcare setting, dead on arrival",100
10/19/2022,01/01/2021,12/31/2021,By Year,Tennessee,Decedent's home,1223
10/19/2022,01/01/2021,12/31/2021,By Year,Tennessee,Hospice facility,259
10/19/2022,01/01/2021,12/31/2021,By Year,Tennessee,Nursing home/long term care facility,1074
10/19/2022,01/01/2021,12/31/2021,By Year,Tennessee,Other,136
10/19/2022,01/01/2021,12/31/2021,By Year,Tennessee,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Tennessee,Total - All Places of Death,6344
10/19/2022,01/01/2022,10/15/2022,By Year,Tennessee,"Healthcare setting, inpatient",3906
10/19/2022,01/01/2022,10/15/2022,By Year,Tennessee,"Healthcare setting, outpatient or emergency room",281
10/19/2022,01/01/2022,10/15/2022,By Year,Tennessee,"Healthcare setting, dead on arrival",40
10/19/2022,01/01/2022,10/15/2022,By Year,Tennessee,Decedent's home,942
10/19/2022,01/01/2022,10/15/2022,By Year,Tennessee,Hospice facility,183
10/19/2022,01/01/2022,10/15/2022,By Year,Tennessee,Nursing home/long term care facility,875
10/19/2022,01/01/2022,10/15/2022,By Year,Tennessee,Other,117
10/19/2022,01/01/2022,10/15/2022,By Year,Tennessee,Place of death unknown,0
10/19/2022,01/01/2020,12/31/2020,By Year,Texas,Total - All Places of Death,33542
10/19/2022,01/01/2020,12/31/2020,By Year,Texas,"Healthcare setting, inpatient",24590
10/19/2022,01/01/2020,12/31/2020,By Year,Texas,"Healthcare setting, outpatient or emergency room",1354
10/19/2022,01/01/2020,12/31/2020,By Year,Texas,"Healthcare setting, dead on arrival",23
10/19/2022,01/01/2020,12/31/2020,By Year,Texas,Decedent's home,2607
10/19/2022,01/01/2020,12/31/2020,By Year,Texas,Hospice facility,416
10/19/2022,01/01/2020,12/31/2020,By Year,Texas,Nursing home/long term care facility,4003
10/19/2022,01/01/2020,12/31/2020,By Year,Texas,Other,549
10/19/2022,01/01/2020,12/31/2020,By Year,Texas,Place of death unknown,0
10/19/2022,01/01/2021,12/31/2021,By Year,Texas,Total - All Places of Death,48786
10/19/2022,01/01/2021,12/31/2021,By Year,Texas,"Healthcare setting, inpatient",37654
10/19/2022,01/01/2021,12/31/2021,By Year,Texas,"Healthcare setting, outpatient or emergency room",1767
10/19/2022,01/01/2021,12/31/2021,By Year,Texas,"Healthcare setting, dead on arrival",23
10/19/2022,01/01/2021,12/31/2021,By Year,Texas,Decedent's home,4755
10/19/2022,01/01/2021,12/31/2021,By Year,Texas,Hospice facility,644
10/19/2022,01/01/2021,12/31/2021,By Year,Texas,Nursing home/long term care facility,3104
10/19/2022,01/01/2021,12/31/2021,By Year,Texas,Other,839
10/19/2022,01/01/2021,12/31/2021,By Year,Texas,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Texas,Total - All Places of Death,16754
10/19/2022,01/01/2022,10/15/2022,By Year,Texas,"Healthcare setting, inpatient",10904
10/19/2022,01/01/2022,10/15/2022,By Year,Texas,"Healthcare setting, outpatient or emergency room",675
10/19/2022,01/01/2022,10/15/2022,By Year,Texas,"Healthcare setting, dead on arrival",11
10/19/2022,01/01/2022,10/15/2022,By Year,Texas,Decedent's home,2329
10/19/2022,01/01/2022,10/15/2022,By Year,Texas,Hospice facility,502
10/19/2022,01/01/2022,10/15/2022,By Year,Texas,Nursing home/long term care facility,1905
10/19/2022,01/01/2022,10/15/2022,By Year,Texas,Other,428
10/19/2022,01/01/2022,10/15/2022,By Year,Texas,Place of death unknown,0
10/19/2022,01/01/2020,12/31/2020,By Year,Utah,Total - All Places of Death,1657
10/19/2022,01/01/2020,12/31/2020,By Year,Utah,"Healthcare setting, inpatient",890
10/19/2022,01/01/2020,12/31/2020,By Year,Utah,"Healthcare setting, outpatient or emergency room",37
10/19/2022,01/01/2020,12/31/2020,By Year,Utah,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2020,12/31/2020,By Year,Utah,Decedent's home,226
10/19/2022,01/01/2020,12/31/2020,By Year,Utah,Hospice facility,0
10/19/2022,01/01/2020,12/31/2020,By Year,Utah,Nursing home/long term care facility,466
10/19/2022,01/01/2020,12/31/2020,By Year,Utah,Other,37
10/19/2022,01/01/2020,12/31/2020,By Year,Utah,Place of death unknown,0
10/19/2022,01/01/2021,12/31/2021,By Year,Utah,Total - All Places of Death,2671
10/19/2022,01/01/2021,12/31/2021,By Year,Utah,"Healthcare setting, inpatient",1798
10/19/2022,01/01/2021,12/31/2021,By Year,Utah,"Healthcare setting, outpatient or emergency room",92
10/19/2022,01/01/2021,12/31/2021,By Year,Utah,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2021,12/31/2021,By Year,Utah,Decedent's home,449
10/19/2022,01/01/2021,12/31/2021,By Year,Utah,Hospice facility,0
10/19/2022,01/01/2021,12/31/2021,By Year,Utah,Nursing home/long term care facility,284
10/19/2022,01/01/2021,12/31/2021,By Year,Utah,Other,48
10/19/2022,01/01/2021,12/31/2021,By Year,Utah,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Utah,Total - All Places of Death,1110
10/19/2022,01/01/2022,10/15/2022,By Year,Utah,"Healthcare setting, inpatient",580
10/19/2022,01/01/2022,10/15/2022,By Year,Utah,"Healthcare setting, outpatient or emergency room",44
10/19/2022,01/01/2022,10/15/2022,By Year,Utah,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Utah,Decedent's home,260
10/19/2022,01/01/2022,10/15/2022,By Year,Utah,Hospice facility,0
10/19/2022,01/01/2022,10/15/2022,By Year,Utah,Nursing home/long term care facility,197
10/19/2022,01/01/2022,10/15/2022,By Year,Utah,Other,27
10/19/2022,01/01/2022,10/15/2022,By Year,Utah,Place of death unknown,0
10/19/2022,01/01/2020,12/31/2020,By Year,Vermont,Total - All Places of Death,145
10/19/2022,01/01/2020,12/31/2020,By Year,Vermont,"Healthcare setting, inpatient",41
10/19/2022,01/01/2020,12/31/2020,By Year,Vermont,"Healthcare setting, outpatient or emergency room",
10/19/2022,01/01/2020,12/31/2020,By Year,Vermont,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2020,12/31/2020,By Year,Vermont,Decedent's home,13
10/19/2022,01/01/2020,12/31/2020,By Year,Vermont,Hospice facility,0
10/19/2022,01/01/2020,12/31/2020,By Year,Vermont,Nursing home/long term care facility,84
10/19/2022,01/01/2020,12/31/2020,By Year,Vermont,Other,
10/19/2022,01/01/2020,12/31/2020,By Year,Vermont,Place of death unknown,0
10/19/2022,01/01/2021,12/31/2021,By Year,Vermont,Total - All Places of Death,308
10/19/2022,01/01/2021,12/31/2021,By Year,Vermont,"Healthcare setting, inpatient",155
10/19/2022,01/01/2021,12/31/2021,By Year,Vermont,"Healthcare setting, outpatient or emergency room",
10/19/2022,01/01/2021,12/31/2021,By Year,Vermont,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2021,12/31/2021,By Year,Vermont,Decedent's home,42
10/19/2022,01/01/2021,12/31/2021,By Year,Vermont,Hospice facility,
10/19/2022,01/01/2021,12/31/2021,By Year,Vermont,Nursing home/long term care facility,99
10/19/2022,01/01/2021,12/31/2021,By Year,Vermont,Other,
10/19/2022,01/01/2021,12/31/2021,By Year,Vermont,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Vermont,Total - All Places of Death,297
10/19/2022,01/01/2022,10/15/2022,By Year,Vermont,"Healthcare setting, inpatient",111
10/19/2022,01/01/2022,10/15/2022,By Year,Vermont,"Healthcare setting, outpatient or emergency room",11
10/19/2022,01/01/2022,10/15/2022,By Year,Vermont,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,Vermont,Decedent's home,59
10/19/2022,01/01/2022,10/15/2022,By Year,Vermont,Hospice facility,
10/19/2022,01/01/2022,10/15/2022,By Year,Vermont,Nursing home/long term care facility,106
10/19/2022,01/01/2022,10/15/2022,By Year,Vermont,Other,
10/19/2022,01/01/2022,10/15/2022,By Year,Vermont,Place of death unknown,0
10/19/2022,01/01/2020,12/31/2020,By Year,Virginia,Total - All Places of Death,6156
10/19/2022,01/01/2020,12/31/2020,By Year,Virginia,"Healthcare setting, inpatient",3778
10/19/2022,01/01/2020,12/31/2020,By Year,Virginia,"Healthcare setting, outpatient or emergency room",166
10/19/2022,01/01/2020,12/31/2020,By Year,Virginia,"Healthcare setting, dead on arrival",10
10/19/2022,01/01/2020,12/31/2020,By Year,Virginia,Decedent's home,337
10/19/2022,01/01/2020,12/31/2020,By Year,Virginia,Hospice facility,63
10/19/2022,01/01/2020,12/31/2020,By Year,Virginia,Nursing home/long term care facility,1725
10/19/2022,01/01/2020,12/31/2020,By Year,Virginia,Other,69
10/19/2022,01/01/2020,12/31/2020,By Year,Virginia,Place of death unknown,
10/19/2022,01/01/2021,12/31/2021,By Year,Virginia,Total - All Places of Death,9668
10/19/2022,01/01/2021,12/31/2021,By Year,Virginia,"Healthcare setting, inpatient",6992
10/19/2022,01/01/2021,12/31/2021,By Year,Virginia,"Healthcare setting, outpatient or emergency room",252
10/19/2022,01/01/2021,12/31/2021,By Year,Virginia,"Healthcare setting, dead on arrival",14
10/19/2022,01/01/2021,12/31/2021,By Year,Virginia,Decedent's home,917
10/19/2022,01/01/2021,12/31/2021,By Year,Virginia,Hospice facility,56
10/19/2022,01/01/2021,12/31/2021,By Year,Virginia,Nursing home/long term care facility,1281
10/19/2022,01/01/2021,12/31/2021,By Year,Virginia,Other,151
10/19/2022,01/01/2021,12/31/2021,By Year,Virginia,Place of death unknown,
10/19/2022,01/01/2022,10/15/2022,By Year,Virginia,Total - All Places of Death,5296
10/19/2022,01/01/2022,10/15/2022,By Year,Virginia,"Healthcare setting, inpatient",3281
10/19/2022,01/01/2022,10/15/2022,By Year,Virginia,"Healthcare setting, outpatient or emergency room",178
10/19/2022,01/01/2022,10/15/2022,By Year,Virginia,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Virginia,Decedent's home,823
10/19/2022,01/01/2022,10/15/2022,By Year,Virginia,Hospice facility,57
10/19/2022,01/01/2022,10/15/2022,By Year,Virginia,Nursing home/long term care facility,809
10/19/2022,01/01/2022,10/15/2022,By Year,Virginia,Other,138
10/19/2022,01/01/2022,10/15/2022,By Year,Virginia,Place of death unknown,
10/19/2022,01/01/2020,12/31/2020,By Year,Washington,Total - All Places of Death,3703
10/19/2022,01/01/2020,12/31/2020,By Year,Washington,"Healthcare setting, inpatient",2116
10/19/2022,01/01/2020,12/31/2020,By Year,Washington,"Healthcare setting, outpatient or emergency room",65
10/19/2022,01/01/2020,12/31/2020,By Year,Washington,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2020,12/31/2020,By Year,Washington,Decedent's home,324
10/19/2022,01/01/2020,12/31/2020,By Year,Washington,Hospice facility,92
10/19/2022,01/01/2020,12/31/2020,By Year,Washington,Nursing home/long term care facility,1045
10/19/2022,01/01/2020,12/31/2020,By Year,Washington,Other,60
10/19/2022,01/01/2020,12/31/2020,By Year,Washington,Place of death unknown,0
10/19/2022,01/01/2021,12/31/2021,By Year,Washington,Total - All Places of Death,6165
10/19/2022,01/01/2021,12/31/2021,By Year,Washington,"Healthcare setting, inpatient",4246
10/19/2022,01/01/2021,12/31/2021,By Year,Washington,"Healthcare setting, outpatient or emergency room",165
10/19/2022,01/01/2021,12/31/2021,By Year,Washington,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2021,12/31/2021,By Year,Washington,Decedent's home,865
10/19/2022,01/01/2021,12/31/2021,By Year,Washington,Hospice facility,126
10/19/2022,01/01/2021,12/31/2021,By Year,Washington,Nursing home/long term care facility,670
10/19/2022,01/01/2021,12/31/2021,By Year,Washington,Other,87
10/19/2022,01/01/2021,12/31/2021,By Year,Washington,Place of death unknown,
10/19/2022,01/01/2022,10/15/2022,By Year,Washington,Total - All Places of Death,3508
10/19/2022,01/01/2022,10/15/2022,By Year,Washington,"Healthcare setting, inpatient",1945
10/19/2022,01/01/2022,10/15/2022,By Year,Washington,"Healthcare setting, outpatient or emergency room",87
10/19/2022,01/01/2022,10/15/2022,By Year,Washington,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Washington,Decedent's home,654
10/19/2022,01/01/2022,10/15/2022,By Year,Washington,Hospice facility,110
10/19/2022,01/01/2022,10/15/2022,By Year,Washington,Nursing home/long term care facility,596
10/19/2022,01/01/2022,10/15/2022,By Year,Washington,Other,115
10/19/2022,01/01/2022,10/15/2022,By Year,Washington,Place of death unknown,0
10/19/2022,01/01/2020,12/31/2020,By Year,West Virginia,Total - All Places of Death,1564
10/19/2022,01/01/2020,12/31/2020,By Year,West Virginia,"Healthcare setting, inpatient",981
10/19/2022,01/01/2020,12/31/2020,By Year,West Virginia,"Healthcare setting, outpatient or emergency room",37
10/19/2022,01/01/2020,12/31/2020,By Year,West Virginia,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2020,12/31/2020,By Year,West Virginia,Decedent's home,61
10/19/2022,01/01/2020,12/31/2020,By Year,West Virginia,Hospice facility,42
10/19/2022,01/01/2020,12/31/2020,By Year,West Virginia,Nursing home/long term care facility,431
10/19/2022,01/01/2020,12/31/2020,By Year,West Virginia,Other,12
10/19/2022,01/01/2020,12/31/2020,By Year,West Virginia,Place of death unknown,0
10/19/2022,01/01/2021,12/31/2021,By Year,West Virginia,Total - All Places of Death,3938
10/19/2022,01/01/2021,12/31/2021,By Year,West Virginia,"Healthcare setting, inpatient",2892
10/19/2022,01/01/2021,12/31/2021,By Year,West Virginia,"Healthcare setting, outpatient or emergency room",116
10/19/2022,01/01/2021,12/31/2021,By Year,West Virginia,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2021,12/31/2021,By Year,West Virginia,Decedent's home,302
10/19/2022,01/01/2021,12/31/2021,By Year,West Virginia,Hospice facility,199
10/19/2022,01/01/2021,12/31/2021,By Year,West Virginia,Nursing home/long term care facility,395
10/19/2022,01/01/2021,12/31/2021,By Year,West Virginia,Other,30
10/19/2022,01/01/2021,12/31/2021,By Year,West Virginia,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,West Virginia,Total - All Places of Death,2045
10/19/2022,01/01/2022,10/15/2022,By Year,West Virginia,"Healthcare setting, inpatient",1208
10/19/2022,01/01/2022,10/15/2022,By Year,West Virginia,"Healthcare setting, outpatient or emergency room",80
10/19/2022,01/01/2022,10/15/2022,By Year,West Virginia,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,West Virginia,Decedent's home,269
10/19/2022,01/01/2022,10/15/2022,By Year,West Virginia,Hospice facility,213
10/19/2022,01/01/2022,10/15/2022,By Year,West Virginia,Nursing home/long term care facility,242
10/19/2022,01/01/2022,10/15/2022,By Year,West Virginia,Other,33
10/19/2022,01/01/2022,10/15/2022,By Year,West Virginia,Place of death unknown,0
10/19/2022,01/01/2020,12/31/2020,By Year,Wisconsin,Total - All Places of Death,6286
10/19/2022,01/01/2020,12/31/2020,By Year,Wisconsin,"Healthcare setting, inpatient",3348
10/19/2022,01/01/2020,12/31/2020,By Year,Wisconsin,"Healthcare setting, outpatient or emergency room",113
10/19/2022,01/01/2020,12/31/2020,By Year,Wisconsin,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2020,12/31/2020,By Year,Wisconsin,Decedent's home,516
10/19/2022,01/01/2020,12/31/2020,By Year,Wisconsin,Hospice facility,214
10/19/2022,01/01/2020,12/31/2020,By Year,Wisconsin,Nursing home/long term care facility,1309
10/19/2022,01/01/2020,12/31/2020,By Year,Wisconsin,Other,782
10/19/2022,01/01/2020,12/31/2020,By Year,Wisconsin,Place of death unknown,0
10/19/2022,01/01/2021,12/31/2021,By Year,Wisconsin,Total - All Places of Death,6076
10/19/2022,01/01/2021,12/31/2021,By Year,Wisconsin,"Healthcare setting, inpatient",4004
10/19/2022,01/01/2021,12/31/2021,By Year,Wisconsin,"Healthcare setting, outpatient or emergency room",128
10/19/2022,01/01/2021,12/31/2021,By Year,Wisconsin,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2021,12/31/2021,By Year,Wisconsin,Decedent's home,736
10/19/2022,01/01/2021,12/31/2021,By Year,Wisconsin,Hospice facility,202
10/19/2022,01/01/2021,12/31/2021,By Year,Wisconsin,Nursing home/long term care facility,517
10/19/2022,01/01/2021,12/31/2021,By Year,Wisconsin,Other,483
10/19/2022,01/01/2021,12/31/2021,By Year,Wisconsin,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Wisconsin,Total - All Places of Death,3214
10/19/2022,01/01/2022,10/15/2022,By Year,Wisconsin,"Healthcare setting, inpatient",1915
10/19/2022,01/01/2022,10/15/2022,By Year,Wisconsin,"Healthcare setting, outpatient or emergency room",97
10/19/2022,01/01/2022,10/15/2022,By Year,Wisconsin,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Wisconsin,Decedent's home,484
10/19/2022,01/01/2022,10/15/2022,By Year,Wisconsin,Hospice facility,158
10/19/2022,01/01/2022,10/15/2022,By Year,Wisconsin,Nursing home/long term care facility,300
10/19/2022,01/01/2022,10/15/2022,By Year,Wisconsin,Other,257
10/19/2022,01/01/2022,10/15/2022,By Year,Wisconsin,Place of death unknown,0
10/19/2022,01/01/2020,12/31/2020,By Year,Wyoming,Total - All Places of Death,461
10/19/2022,01/01/2020,12/31/2020,By Year,Wyoming,"Healthcare setting, inpatient",226
10/19/2022,01/01/2020,12/31/2020,By Year,Wyoming,"Healthcare setting, outpatient or emergency room",14
10/19/2022,01/01/2020,12/31/2020,By Year,Wyoming,"Healthcare setting, dead on arrival",
